entrez,symbol
55781,RIOK2
6632,SNRPD1
6633,SNRPD2
6634,SNRPD3
23013,SPEN
23016,EXOSC7
6637,SNRPG
55785,FGD6
23019,CNOT1
23022,PALLD
6641,SNTB1
23024,PDZRN3
6643,SNX2
55793,MINDY1
285172,FAM126B
6646,SOAT1
6647,SOD1
6648,SOD2
6649,SOD3
23028,KDM1A
6651,SON
6652,SORD
23030,KDM4B
6654,SOS1
23031,MAST3
23033,DOP1A
6657,SOX2
6658,SOX3
55802,DCP1A
6660,SOX5
23036,ZNF292
6662,SOX9
6663,SOX10
23039,XPO7
55809,TRERF1
23042,PDXDC1
6667,SP1
23046,KIF21B
23047,PDS5B
23048,FNBP1
23049,SMG1
55818,KDM3A
23052,ENDOD1
55821,ALLC
6675,UAP1
6676,SPAG4
23054,NCOA6
6678,SPARC
55824,PAG1
55825,PECR
55829,SELENOS
23062,GGA2
55835,CENPJ
23067,SETD1B
23070,CMTR1
55839,CENPN
6688,SPI1
23072,HECW1
23075,SWAP70
6693,SPN
23077,MYCBP2
6695,SPOCK1
6696,SPP1
6697,SPR
23080,AVL9
23082,PPRC1
55851,PSENEN
6701,SPRR2B
23085,ERC1
23086,EXPH5
6707,SPRR3
6708,SPTA1
6709,SPTAN1
6710,SPTB
6711,SPTBN1
6712,SPTBN2
6713,SQLE
6714,SRC
6715,SRD5A1
6716,SRD5A2
6717,SRI
6718,AKR1D1
23095,KIF1B
55869,HDAC8
6721,SREBF2
6722,SRF
6723,SRM
55870,ASH1L
55872,PBK
6726,SRP9
6727,SRP14
6728,SRP19
23111,SPART
23112,TNRC6B
23113,CUL9
6732,SRPK1
170572,HTR3C
6734,SRPRA
23114,NFASC
23116,TOGARAM1
6737,TRIM21
23120,ATP10B
55890,GPRC5C
23122,CLASP2
6741,SSB
6742,SSBP1
6745,SSR1
23129,PLXND1
6747,SSR3
23130,ATG2A
6749,SSRP1
6750,SST
55902,ACSS2
23136,EPB41L3
55904,KMT2E
6754,SSTR4
23139,MAST2
6756,SSX1
6757,SSX2
23140,ZZEF1
6759,SSX4
6760,SS18
23141,ANKLE2
55914,ERBIN
399979,SNX19
6764,DENND2B
6768,ST14
219527,LRRC55
23152,CIC
6772,STAT1
6773,STAT2
6774,STAT3
6775,STAT4
6776,STAT5A
6777,STAT5B
6778,STAT6
23157,SEPTIN6
6780,STAU1
6781,STC1
6782,HSPA13
23160,WDR43
23165,NUP205
23166,STAB1
6786,STIM1
55937,APOM
23169,SLC35D1
23171,GPD1L
6790,AURKA
285313,IGSF10
23173,METAP1
23175,LPIN1
6794,STK11
23178,PASK
23179,RGL1
23180,RFTN1
6795,AURKC
6801,STRN
23185,LARP4B
23187,PHLDB1
55959,SULF2
23191,CYFIP1
6809,STX3
6810,STX4
6811,STX5
6812,STXBP1
23192,ATG4B
23196,FAM120A
55966,AJAP1
6817,SULT1A1
55970,GNG12
23203,PMPCA
6820,SULT2B1
23204,ARL6IP1
23208,SYT11
121512,FGD4
23210,JMJD6
6827,SUPT4H1
6829,SUPT5H
6832,SUPV3L1
6833,ABCC8
6834,SURF1
23220,DTX4
6839,SUV39H1
6840,SVIL
203447,NRK
23223,RRP12
23224,SYNE2
6845,VAMP7
23229,ARHGEF9
6847,SYCP1
23232,TBC1D12
6850,SYK
170691,ADAMTS17
170692,ADAMTS18
23236,PLCB1
6854,SYN2
23245,ASTN2
6867,TACC1
6868,ADAM17
6869,TACR1
6870,TACR3
23251,MINAR1
6872,TAF1
23253,ANKRD12
23254,KAZN
23258,DENND5A
6876,TAGLN
23261,CAMTA1
6878,TAF6
6880,TAF9
6881,TAF10
6882,TAF11
6883,TAF12
6884,TAF13
6885,MAP3K7
6886,TAL1
6887,TAL2
6888,TALDO1
23266,ADGRL2
6890,TAP1
6891,TAP2
137964,GPAT4
6892,TAPBP
23269,MGA
6895,TARBP2
6897,TARS1
6898,TAT
137970,UNC5D
23281,MTUS2
56052,ALG1
23284,ADGRL3
23286,WWC1
6904,TBCD
23291,FBXW11
6908,TBP
23293,SMG6
6917,TCEA1
23303,KIF13B
6921,ELOC
23305,ACSL6
6924,ELOA
23308,ICOSLG
6926,TBX3
6927,HNF1A
6928,HNF1B
6929,TCF3
23309,SIN3B
23310,NCAPD3
6932,TCF7
23314,SATB2
6934,TCF7L2
6935,ZEB1
138009,DCAF4L2
6938,TCF12
203547,VMA21
6941,TCF19
23327,NEDD4L
23329,TBC1D30
6948,TCN2
6949,TCOF1
6950,TCP1
23332,CLASP1
6954,TCP11
23344,ESYT1
23345,SYNE1
23348,DOCK9
23351,KHNYN
56128,PCDHB8
56130,PCDHB6
23365,ARHGEF12
23373,CRTC1
6990,DYNLT3
23378,RRP8
6996,TDG
23381,SMG5
6999,TDO2
7001,PRDX2
23385,NCSTN
56154,TEX15
7004,TEAD4
56155,TEX14
7006,TEC
23389,MED13L
7009,TMBIM6
7010,TEK
7011,TEP1
23394,ADNP
56164,STK31
23397,NCAPH
7015,TERT
56165,TDRD1
23399,CTDNEP1
7018,TF
23396,PIP5K1C
56171,DNAH7
7021,TFAP2B
7022,TFAP2C
7023,TFAP4
23404,EXOSC2
56172,ANKH
23405,DICER1
7027,TFDP1
23409,SIRT4
7029,TFDP2
7030,TFE3
7031,TFF1
7032,TFF2
7033,TFF3
23411,SIRT1
7035,TFPI
56180,MOSPD1
7037,TFRC
7038,TG
7039,TGFA
7040,TGFB1
23417,MLYCD
7042,TGFB2
7043,TGFB3
7044,LEFTY2
7045,TGFBI
7046,TGFBR1
23424,TDRD7
7048,TGFBR2
7049,TGFBR3
7050,TGIF1
7051,TGM1
7052,TGM2
23435,TARDBP
7054,TH
7056,THBD
7057,THBS1
7058,THBS2
7059,THBS3
23443,SLC35A3
7062,TCHH
23450,SF3B3
23451,SF3B1
7068,THRB
7070,THY1
7071,KLF10
7073,TIAL1
7074,TIAM1
23457,ABCB9
7076,TIMP1
7077,TIMP2
7078,TIMP3
23460,ABCA6
7080,NKX2-1
23461,ABCA5
7082,TJP1
7083,TK1
7084,TK2
23462,HEY1
7086,TKT
7087,ICAM5
7088,TLE1
23467,NPTXR
7090,TLE3
7091,TLE4
7092,TLL1
7093,TLL2
23469,PHF3
23474,ETHE1
7096,TLR1
7097,TLR2
7098,TLR3
7099,TLR4
7100,TLR5
23476,BRD4
7102,TSPAN7
7103,TSPAN8
23479,ISCU
23481,PES1
7106,TSPAN4
23484,LEPROTL1
7108,TM7SF2
56253,CRTAM
56254,RNF20
23493,HEY2
7112,TMPO
7113,TMPRSS2
7114,TMSB4X
23499,MACF1
23504,RIMBP2
170961,ANKRD24
7122,CLDN5
7124,TNF
7125,TNNC2
7127,TNFAIP2
7128,TNFAIP3
23512,SUZ12
7130,TNFAIP6
7132,TNFRSF1A
7133,TNFRSF1B
7134,TNNC1
7135,TNNI1
7136,TNNI2
7137,TNNI3
7138,TNNT1
7139,TNNT2
7140,TNNT3
7141,TNP1
7142,TNP2
7143,TNR
56288,PARD3
7145,TNS1
23522,KAT6B
23523,CABIN1
23530,NNT
23531,MMD
7150,TOP1
23533,PIK3R5
56302,TRPV5
7153,TOP2A
7155,TOP2B
7157,TP53
7158,TP53BP1
7159,TP53BP2
23541,SEC14L2
7161,TP73
7162,TPBG
7163,TPD52
7164,TPD52L1
23542,MAPK8IP2
7166,TPH1
7167,TPI1
7168,TPM1
7169,TPM2
7170,TPM3
7171,TPM4
7173,TPO
7175,TPR
7177,TPSAB1
171017,ZNF384
23562,CLDN14
7180,CRISP2
23564,DDAH2
171023,ASXL1
7184,HSP90B1
7185,TRAF1
7186,TRAF2
7187,TRAF3
7188,TRAF5
7189,TRAF6
23568,ARL2BP
56339,METTL3
56342,PPAN
23576,DDAH1
23580,CDC42EP4
23585,TMEM50A
23586,DDX58
7203,CCT3
7204,TRIO
23592,LEMD3
154664,ABCA13
23594,ORC6
23596,OPN3
23598,PATZ1
7216,TRO
23600,AMACR
23601,CLEC5A
23604,DAPK2
728118,NUTM2A
23607,CD2AP
23608,MKRN1
7226,TRPM2
7227,TRPS1
23612,PHLDA3
23617,TSSK2
23624,CBLC
7247,TSN
7248,TSC1
7249,TSC2
7251,TSG101
7252,TSHB
7253,TSHR
253012,HEPACAM2
23637,RABGAP1
23643,LY96
23644,EDC4
23645,PPP1R15A
7263,TST
7264,TSTA3
23647,ARFIP2
23649,POLA2
23650,TRIM29
23654,PLXNB2
7272,TTK
7273,TTN
7274,TTPA
23657,SLC7A11
7276,TTR
7277,TUBA4A
7278,TUBA3C
7280,TUBB2A
7283,TUBG1
7284,TUFM
7288,TULP2
23673,STX12
7290,HIRA
23676,SMPX
7293,TNFRSF4
7295,TXN
7296,TXNRD1
7297,TYK2
7298,TYMS
7299,TYR
7301,TYRO3
7306,TYRP1
7307,U2AF1
7314,UBB
7316,UBC
7318,UBA7
7319,UBE2A
7321,UBE2D1
23705,CADM1
7323,UBE2D3
7324,UBE2E1
23710,GABARAPL1
7329,UBE2I
7332,UBE2L3
7334,UBE2N
154796,AMOT
7351,UCP2
154810,AMOTL1
7356,SCGB1A1
7357,UGCG
7358,UGDH
23742,NPAP1
7360,UGP2
23743,BHMT2
7365,UGT2B10
7367,UGT2B17
23753,SDF2L1
56521,DNAJC12
7371,UCK2
7372,UMPS
7373,COL14A1
7374,UNG
23760,PITPNB
7378,UPP1
23762,OSBP2
728276,CLEC19A
7381,UQCRB
23764,MAFF
23765,IL17RA
7384,UQCRC1
7385,UQCRC2
7386,UQCRFS1
7388,UQCRH
7389,UROD
7390,UROS
23780,APOL2
728294,D2HGDH
7398,USP1
7399,USH2A
138474,TAF1L
7403,KDM6A
23786,BCL2L13
23788,MTCH2
7408,VASP
7409,VAV1
7410,VAV2
7411,VBP1
7412,VCAM1
7414,VCL
7416,VDAC1
7417,VDAC2
7419,VDAC3
7421,VDR
7422,VEGFA
7423,VEGFB
7424,VEGFC
7428,VHL
7430,EZR
7431,VIM
7432,VIP
7433,VIPR1
253190,SERHL2
7436,VLDLR
7439,BEST1
7441,VPREB1
7448,VTN
7450,VWF
56603,CYP26B1
7453,WARS1
7454,WAS
7455,ZAN
7456,WIPF1
7458,EIF4H
7461,CLIP2
7462,LAT2
56616,DIABLO
7465,WEE1
7466,WFS1
7468,NSD2
7471,WNT1
7472,WNT2
7473,WNT3
7474,WNT5A
7475,WNT6
7476,WNT7A
7477,WNT7B
7478,WNT8A
7479,WNT8B
7480,WNT10B
7481,WNT11
7482,WNT2B
7483,WNT9A
7484,WNT9B
7486,WRN
7490,WT1
7494,XBP1
7498,XDH
253260,RICTOR
56652,TWNK
7504,XK
56655,POLE4
7507,XPA
7508,XPC
7511,XPNPEP1
7512,XPNPEP2
7514,XPO1
7517,XRCC3
7520,XRCC5
56674,TMEM9B
7525,YES1
7529,YWHAB
7531,YWHAE
7532,YWHAG
7533,YWHAH
7534,YWHAZ
7535,ZAP70
7536,SF1
7538,ZFP36
7543,ZFX
7545,ZIC1
7547,ZIC3
286075,ZNF707
7555,CNBP
138639,PTPDC1
7576,ZNF28
56729,RETN
56776,FMN2
7652,ZNF99
7681,MKRN3
7692,ZNF133
56848,SPHK2
400916,CHCHD10
56853,CELF4
7704,ZBTB16
7706,TRIM25
7709,ZBTB17
7716,VEZF1
7726,TRIM26
56884,FSTL5
7733,ZNF180
7739,ZNF185
56894,AGPAT3
56895,AGPAT4
56898,BDH2
7750,ZMYM2
56902,PNO1
56903,PAPOLB
24137,KIF4A
7757,ZNF208
56910,STARD7
24146,CLDN15
56915,EXOSC5
7764,ZNF217
7769,ZNF226
7770,ZNF227
7771,ZNF112
56922,MCCC1
56925,LXN
7779,SLC30A1
7781,SLC30A3
56937,PMEPA1
7786,MAP3K12
7791,ZYX
56944,OLFML3
56945,MRPS22
253558,LCLAT1
7799,PRDM2
253559,CADM2
56956,LHX9
7805,LAPTM5
7812,CSDE1
7813,EVI5
56965,PARP6
7818,DAP3
56979,PRDM9
7832,BTG2
7837,PXDN
56990,CDC42SE2
7840,ALMS1
56992,KIF15
56993,TOMM22
56994,CHPT1
7844,RNF103
56997,COQ8A
7846,TUBA1A
56999,ADAMTS9
7849,PAX8
7850,IL1R2
7851,MALL
7852,CXCR4
7855,FZD5
57007,ACKR3
7857,SCG2
89780,WNT3A
7862,BRPF1
57016,AKR1B10
57017,COQ9
57018,CCNL1
7867,MAPKAPK3
7869,SEMA3B
7874,USP7
89795,NAV3
89796,NAV1
89797,NAV2
253639,ZNF620
7884,SLBP
57045,TWSG1
7903,ST8SIA4
7905,REEP5
7913,DEK
286451,YIPF6
155382,VPS37D
57082,KNL1
7936,NELFE
728833,FAM72D
57088,PLSCR4
57089,ENTPD7
286464,CFAP47
7941,PLA2G7
7942,TFEB
89857,KLHL6
57097,PARP11
57105,CYSLTR2
253714,MMS22L
57107,PDSS2
7965,AIMP2
57117,INTS12
57118,CAMK1D
57120,GOPC
57122,NUP107
7975,MAFK
7976,FZD3
57127,RHBG
7980,TFPI2
220972,MARCHF8
57143,ADCK1
57144,PAK5
7994,KAT6A
220988,HNRNPA3
8001,GLRA3
57154,SMURF1
286530,P2RY8
57157,PHTF2
139081,MAGEC3
57162,PELI1
221002,RASGEF1A
89932,PAPLN
8013,NR4A3
57167,SALL4
57169,ZNFX1
8019,BRD3
8021,NUP214
89941,RHOT2
57176,VARS2
57178,ZMIZ1
8027,STAM
8028,MLLT10
8029,CUBN
8030,CCDC6
8031,NCOA4
57188,ADAMTSL3
8038,ADAM12
57194,ATP10A
57198,ATP8B2
8048,CSRP3
8050,PDHX
122740,OR4K14
57205,ATP10D
122742,OR4L1
139135,PASD1
8065,CUL5
8076,MFAP5
8078,USP5
57231,SNX14
8082,SSPN
221074,SLC39A12
8085,KMT2D
8086,AAAS
8087,FXR1
8089,YEATS4
8091,HMGA2
8100,IFT88
8115,TCL1A
57282,SLC4A10
8140,SLC7A5
8148,TAF15
221143,EEF1AKMT1
8161,COIL
8165,AKAP1
8174,MADCAM1
8178,ELL
57332,CBX8
8189,SYMPK
8200,GDF5
8202,NCOA3
8204,NRIP1
139285,AMER1
8216,LZTR1
8218,CLTCL1
8233,ZRSR2
8237,USP11
8239,USP9X
8241,RBM10
8242,KDM5C
8243,SMC1A
90161,HS6ST2
90167,FRMD7
57403,RAB22A
57405,SPC25
254013,ETFBKMT
57406,ABHD6
57419,SLC24A3
8273,SLC10A3
8277,TKTL1
8289,ARID1A
8291,DYSF
8294,H4C9
8295,TRRAP
57447,NDRG2
57448,BIRC6
57451,TENM2
8301,PICALM
8303,SNN
139378,ADGRG4
8309,ACOX2
8310,ACOX3
57463,AMIGO1
8312,AXIN1
8313,AXIN2
8314,BAP1
57466,SCAF4
8317,CDC7
8318,CDC45
8320,EOMES
8321,FZD1
8322,FZD4
57472,CNOT6
8324,FZD7
8325,FZD8
57478,USP31
221322,TBC1D32
8332,H2AC16
729230,CCR2
8334,H2AC6
8336,H2AC17
57486,NLN
8338,H2AC20
8339,H2BC8
57492,ARID1B
8343,H2BC7
8344,H2BC6
8345,H2BC9
8347,H2BC4
8348,H2BC17
401565,FAM166A
8351,H3C4
8352,H3C3
8355,H3C8
57507,ZNF608
8357,H3C10
8360,H4C4
57515,SERINC1
8364,H4C3
8365,H4C8
8366,H4C2
8367,H4C5
729262,NUTM2B
221357,GSTA5
57520,HECW2
57521,RPTOR
57529,RTL9
57537,SORCS2
8394,PIP5K1A
8395,PIP5K1B
8402,SLC25A11
57554,LRRC7
8404,SPARCL1
8405,SPOP
8406,SRPX
57555,NLGN2
8409,UXT
57563,KLHL8
8412,BCAR3
8416,ANXA9
8417,STX7
57573,ZNF471
8424,BBOX1
8425,LTBP4
57580,PREX1
8431,NR0B2
57586,SYT13
8435,SOAT2
8436,CAVIN2
8437,RASAL1
8438,RAD54L
8439,NSMAF
8440,NCK2
57591,MRTFA
57592,ZNF687
8443,GNPAT
8444,DYRK3
8445,DYRK2
8449,DHX16
8450,CUL4B
8451,CUL4A
8452,CUL3
57605,PITPNM2
8454,CUL1
8455,ATRN
57610,RANBP10
8459,TPST2
8460,TPST1
57616,TSHZ3
57619,SHROOM3
8470,SORBS2
8471,IRS4
8476,CDC42BPA
8477,GPR65
8480,RAE1
8481,OFD1
57634,EP400
8491,MAP4K3
8493,PPM1D
57646,USP28
8496,PPFIBP1
8497,PPFIA4
90417,KNSTRN
8502,PKP4
8503,PIK3R3
254263,CNIH2
221496,LEMD2
8506,CNTNAP1
90427,BMF
8509,NDST2
57663,USP29
8515,ITGA10
8517,IKBKG
8518,ELP1
8519,IFITM1
57670,KIAA1549
57674,RNF213
57678,GPAM
57679,ALS2
57680,CHD8
8529,CYP4F2
8530,CST7
57685,CACHD1
8534,CHST1
57692,MAGEE1
57696,DDX55
57697,FANCM
8546,AP3B1
57698,SHTN1
8550,MAPKAPK5
8553,BHLHE40
8554,PIAS1
8555,CDC14B
139628,FOXR2
8557,TCAP
221545,C6orf136
8560,DEGS1
8564,KMO
57716,PRX
8567,MADD
8569,MKNK1
8570,KHSRP
57721,METTL14
8572,PDLIM4
57724,EPG5
8578,SCARF1
8590,OR6A2
8600,TNFSF11
8602,NOP14
8604,SLC25A12
57758,SCUBE2
8608,RDH16
8609,KLF7
57761,TRIB3
8611,PLPP1
57763,ANKRA2
8613,PLPP3
8614,STC2
8615,USO1
8621,CDK13
8624,PSMG1
8626,TP63
8630,HSD17B6
8633,UNC5C
57787,MARK4
8638,OASL
8639,AOC3
8642,DCHS1
8644,AKR1C3
8645,KCNK5
8647,ABCB11
8648,NCOA1
57799,RAB40C
8650,NUMB
8651,SOCS1
57804,POLD4
8658,TNKS
8660,IRS2
8661,EIF3A
8662,EIF3B
8664,EIF3D
221656,KDM1B
57818,G6PC2
57819,LSM2
57820,CCNB1IP1
8669,EIF3J
8671,SLC4A4
8672,EIF4G3
8673,VAMP8
8674,VAMP4
8675,STX16
57823,SLAMF7
115701,ALPK2
8682,PEA15
57834,CYP4F11
57835,SLC4A5
8685,MARCO
8692,HYAL2
8694,DGAT1
8701,DNAH11
8702,B4GALT4
8703,B4GALT3
8704,B4GALT2
57863,CADM3
8714,ABCC3
8721,EDF1
8722,CTSF
8726,EED
8728,ADAM19
8729,GBF1
8731,RNMT
139804,RBMXL3
8736,MYOM1
8737,RIPK1
8743,TNFSF10
8744,TNFSF9
8745,ADAM23
8751,ADAM15
8754,ADAM9
8756,ADAM7
8761,PABPC4
8764,TNFRSF14
8767,RIPK2
8773,SNAP23
8774,NAPG
8775,NAPA
8780,RIOK3
8784,TNFRSF18
8786,RGS11
8788,DLK1
8789,FBP2
8797,TNFRSF10A
8799,PEX11B
8800,PEX11A
8801,SUCLG2
8802,SUCLG1
8803,SUCLA2
8804,CREG1
8805,TRIM24
8807,IL18RAP
8808,IL1RL2
8809,IL18R1
8812,CCNK
8815,BANF1
8817,FGF18
8819,SAP30
8821,INPP4B
8822,FGF17
8823,FGF16
8828,NRP2
8829,NRP1
8833,GMPS
8835,SOCS2
8836,GGH
8837,CFLAR
8839,CCN5
8841,HDAC3
8842,PROM1
8848,TSC22D1
8850,KAT2B
8851,CDK5R1
8852,AKAP4
8854,ALDH1A2
8856,NR1I2
8858,PROZ
8859,STK19
8861,LDB1
8867,SYNJ1
8869,ST3GAL5
8870,IER3
8871,SYNJ2
8874,ARHGEF7
8876,VNN1
8877,SPHK1
8878,SQSTM1
8880,FUBP1
8883,NAE1
8884,SLC5A6
8886,DDX18
8894,EIF2S2
8899,PRPF4B
8900,CCNA1
221895,JAZF1
8904,CPNE1
90827,ZNF479
8910,SGCE
8912,CACNA1H
8914,TIMELESS
8915,BCL10
8916,HERC3
8924,HERC2
8925,HERC1
8929,PHOX2B
8935,SKAP2
8936,WASF1
8942,KYNU
221935,SDK1
8945,BTRC
90865,IL33
221937,FOXK1
8969,H2AC11
8970,H2BC11
8972,MGAM
8974,P4HA2
8975,USP13
8976,WASL
8985,PLOD3
8987,STBD1
8989,TRPA1
8991,SELENBP1
8992,ATP6V0E1
8993,PGLYRP1
8996,NOL3
8997,KALRN
58155,PTBP2
58157,NGB
9013,TAF1C
254778,VXN
9019,MPZL1
9021,SOCS3
9022,CLIC3
9023,CH25H
353088,ZNF429
9034,CCRL2
9037,SEMA5A
9039,UBA3
58191,CXCL16
9045,RPL14
9048,ARTN
9053,MAP7
9054,NFS1
9055,PRC1
9060,PAPSS2
9063,PIAS2
9064,MAP3K6
9073,CLDN8
9074,CLDN6
90993,CREB3L1
9080,CLDN9
9091,PIGQ
9094,UNC119
9096,TBX18
9097,USP14
9098,USP6
9100,USP10
9101,USP8
9104,RGN
9111,NMI
9112,MTA1
9113,LATS1
9114,ATP6V0D1
9122,SLC16A4
9123,SLC16A3
9124,PDLIM1
9125,CNOT9
9126,SMC3
9127,P2RX6
9129,PRPF3
9130,FAM50A
9131,AIFM1
9133,CCNB2
9135,RABEP1
9136,RRP9
9144,SYNGR2
9145,SYNGR1
9153,SLC28A2
9156,EXO1
9162,DGKI
9167,COX7A2L
9172,MYOM2
9173,IL1RL1
9175,MAP3K13
9180,OSMR
9181,ARHGEF2
9183,ZW10
9184,BUB3
9188,DDX21
9194,SLC16A7
9201,DCLK1
222194,RSBN1L
9212,AURKB
91133,L3MBTL4
9214,FCMR
9215,LARGE1
9218,VAPA
9221,NOLC1
9231,DLG5
9232,PTTG1
9235,IL32
91156,IGFN1
9238,TBRG4
9241,NOG
9244,CRLF1
9246,UBE2L6
9249,DHRS3
9252,RPS6KA5
9254,CACNA2D2
9258,MFHAS1
9260,PDLIM7
9261,MAPKAPK2
91181,NUP210L
222256,CDHR3
9266,CYTH2
9270,ITGB1BP1
9276,COPB2
9289,ADGRG1
9294,S1PR2
9296,ATP6V1F
9308,CD83
9312,KCNB2
9314,KLF4
9319,TRIP13
9320,TRIP12
9321,TRIP11
58472,SQOR
58476,TP53INP2
58477,SRPRB
9328,GTF3C5
58487,CREBZF
9341,VAMP3
58495,OVOL2
9344,TAOK2
255104,TMCO4
58498,MYL7
58499,ZNF462
9348,NDST3
9353,SLIT2
58505,OSTC
9355,LHX2
58508,KMT2C
9358,ITGBL1
9361,LONP1
9367,RAB9A
9368,SLC9A3R1
9369,NRXN3
9370,ADIPOQ
9371,KIF3B
58525,WIZ
58526,MID1IP1
58528,RRAGD
9377,COX5A
9378,NRXN1
9379,NRXN2
9380,GRHPR
140453,MUC17
58529,MYOZ1
25766,PRPF40B
140460,ASB7
9392,TGFBRAP1
140465,MYL6B
25777,SUN2
9401,RECQL4
25790,CFAP45
9407,TMPRSS11D
9409,PEX16
25793,FBXO7
9411,ARHGAP29
25796,PGLS
9415,FADS2
25800,SLC39A6
25801,GCA
25803,SPDEF
9420,CYP7B1
9425,CDYL
9429,ABCG2
25813,SAMM50
91351,DDX60L
25816,TNFAIP8
9435,CHST2
25819,NOCT
9437,NCR1
25820,ARIH1
9439,MED23
25824,PRDX5
9444,QKI
9446,GSTO1
25831,HECTD1
9450,LY86
9451,EIF2AK3
25836,NIPBL
9455,HOMER2
9456,HOMER1
25842,ASF1A
9459,ARHGEF6
255220,TXNDC8
9462,RASAL2
9463,PICK1
9465,AKAP7
9466,IL27RA
9467,SH3BP5
9469,CHST3
9472,AKAP6
9479,MAPK8IP1
9486,CHST10
9489,PGS1
25873,RPL36
25874,MPC2
9493,KIF23
25878,MXRA5
9499,MYOT
9500,MAGED1
25890,ABI3BP
9508,ADAMTS3
25893,TRIM58
9510,ADAMTS1
25897,RNF19A
9514,GAL3ST1
25898,RCHY1
25901,CCDC28A
9521,EEF1E1
9522,SCAMP1
25907,TMEM158
9525,VPS4B
25909,AHCTF1
25913,POT1
25914,RTTN
9531,BAG3
9533,POLR1C
9536,PTGES
140609,NEK7
9538,EI24
25920,NELFB
9541,CIR1
9542,NRG2
25925,ZNF521
91464,ISX
9547,CXCL14
9550,ATP6V1G1
9551,ATP5MF
25937,WWTR1
9554,SEC22B
222546,RFX6
25939,SAMHD1
25942,SIN3A
25945,NECTIN3
9562,MINPP1
9564,BCAR1
25953,PNKD
9570,GOSR2
25960,ADGRA2
9577,BABAM2
9578,CDC42BPB
9582,APOBEC3B
9584,RBM39
9585,KIF20B
25970,SH2B1
9588,PRDX6
9590,AKAP12
25976,TIPARP
25978,CHMP2B
25979,DHRS7B
25981,DNAH1
9601,PDIA4
9603,NFE2L3
25987,TSKU
25988,HINFP
91523,PCED1B
9607,CARTPT
25992,SNED1
9611,NCOR1
9612,NCOR2
9615,GDA
9617,MTRF1
9618,TRAF4
9620,CELSR1
91543,RSAD2
26007,TKFC
9630,GNA14
26018,LRIG1
9635,CLCA2
9636,ISG15
255394,TCP11L2
9638,FEZ1
9639,ARHGEF10
26020,LRP10
222642,TSPO2
9651,PLCH2
9652,TTC37
9653,HS2ST1
26034,IPCEF1
9655,SOCS5
9656,MDC1
26035,GLCE
26037,SIPA1L1
9659,PDE4DIP
26038,CHD5
26039,SS18L1
26040,SETBP1
140735,DYNLL2
9663,LPIN2
26047,CNTNAP2
26050,SLITRK5
255426,RASGEF1C
26053,AUTS2
222663,SCUBE3
9672,SDC3
26057,ANKRD17
26058,GIGYF2
26061,HACL1
26065,LSM14A
9683,N4BP1
9687,GREB1
9688,NUP93
9695,EDEM1
9696,CROCC
9699,RIMS2
9700,ESPL1
9701,PPP6R2
9702,CEP57
26083,TBC1D29P
91624,NEXN
9706,ULK2
9709,HERPUD1
124404,SEPTIN12
9723,SEMA3E
255488,RNF144B
9730,DCAF1
9732,DOCK4
91653,BOC
9734,HDAC9
9735,KNTC1
26118,WSB1
140809,SRXN1
9738,CCP110
26119,LDLRAP1
26121,PRPF31
91661,ZNF765
9742,IFT140
9743,ARHGAP32
9745,ZNF536
9746,CLSTN3
26130,GAPVD1
26135,SERBP1
26136,TES
26137,ZBTB20
9757,KMT2B
9758,FRMPD4
140831,ZSWIM3
9760,TOX
9759,HDAC4
91683,SYT12
140836,BANF2
26149,ZNF658
140838,NANP
26150,RIBC2
9771,RAPGEF5
26156,RSL1D1
9774,BCLAF1
9775,EIF4A3
9776,ATG13
386617,KCTD8
9787,DLGAP5
9793,CKAP5
9794,MAML1
9797,TATDN2
9805,SCRN1
9806,SPOCK2
9807,IP6K1
26191,PTPN22
9811,CTIF
140885,SIRPA
9816,URB2
9817,KEAP1
9818,NUP58
9820,CUL7
26207,PITPNC1
9826,ARHGEF11
91746,YTHDC1
9830,TRIM14
91752,ZNF804A
9833,MELK
9837,GINS1
9839,ZEB2
26227,PHGDH
9844,ELMO1
26229,B3GAT3
9846,GAB2
105375355,UPK3B
124540,MSI2
9859,CEP170
9860,LRIG2
26245,OR2M4
9862,MED24
9863,MAGI2
9868,TOMM70
9869,SETDB1
9871,SEC24D
9874,TLK1
9878,TOX4
9883,POM121
26268,FBXO9
26270,FBXO6
9887,SMG7
26271,FBXO5
26272,FBXO4
9890,PLPPR4
9891,NUAK1
9892,SNAP91
26275,HIBCH
26278,SACS
124583,CANT1
9898,UBAP2L
9901,SRGAP3
26286,ARFGAP3
26287,ANKRD2
9908,G3BP2
9909,DENND4B
9910,RABGAP1L
9911,TMCC2
9914,ATP2C2
9915,ARNT2
9918,NCAPD2
9920,KBTBD11
9924,PAN2
9925,ZBTB5
9927,MFN2
9934,P2RY14
9935,MAFB
9936,CD302
9940,DLEC1
9943,OXSR1
9945,GFPT2
26330,GAPDHS
9947,MAGEC1
9948,WDR1
9949,AMMECR1
9950,GOLGA5
26338,OR5L2
9957,HS3ST1
9958,USP15
9961,MVP
9962,SLC23A2
9963,SLC23A1
9965,FGF19
9966,TNFSF15
9967,THRAP3
9968,MED12
9969,MED13
26353,HSPB8
9971,NR1H4
9972,NUP153
26354,GNL3
26355,FAM162A
9975,NR1D2
9978,RBX1
255738,PCSK9
9982,FGFBP1
255743,NPNT
9986,RCE1
