,drug_a_name,drug_b_name,cell_line,synergy,fold,cl_fold,drug_fold,new_drug_fold,random_fold,cluster
8741,GELDANAMYCIN,SORAFENIB,NCIH23,-0.314813933,2.0,3,0.0,1.0,2.0,0
8742,GELDANAMYCIN,TOPOTECAN,NCIH23,-17.97647101,3.0,0,0.0,1.0,4.0,0
8743,GEMCITABINE,ABT-888,NCIH23,-9.807276417,0.0,3,2.0,1.0,1.0,0
8744,GEMCITABINE,AZD1775,NCIH23,-1.857816716,3.0,4,2.0,0.0,2.0,0
8745,GEMCITABINE,AZD1775,NCIH23,6.735204457999999,3.0,3,2.0,0.0,2.0,0
8746,GEMCITABINE,BEZ-235,NCIH23,-12.84994994,0.0,3,2.0,1.0,1.0,0
8747,GEMCITABINE,BORTEZOMIB,NCIH23,-12.89049632,4.0,4,2.0,0.0,4.0,0
8748,GEMCITABINE,DASATINIB,NCIH23,-3.987010915,2.0,2,2.0,1.0,4.0,0
8749,GEMCITABINE,DINACICLIB,NCIH23,-15.36621631,3.0,2,2.0,1.0,4.0,0
8750,GEMCITABINE,ERLOTINIB,NCIH23,-7.201435891,1.0,2,2.0,1.0,2.0,0
8751,GEMCITABINE,GELDANAMYCIN,NCIH23,-24.63521431,0.0,3,2.0,1.0,4.0,0
8752,GEMCITABINE,LAPATINIB,NCIH23,-6.580298207999999,0.0,4,2.0,1.0,3.0,0
8753,GEMCITABINE,MK-2206,NCIH23,-8.183363369,1.0,0,2.0,1.0,2.0,0
8754,GEMCITABINE,MK-4827,NCIH23,-9.858593921,3.0,4,2.0,1.0,4.0,0
8755,GEMCITABINE,MK-5108,NCIH23,-6.328733724,4.0,0,2.0,1.0,1.0,0
8756,GEMCITABINE,MK-8669,NCIH23,-12.59156029,2.0,4,2.0,1.0,3.0,0
8757,GEMCITABINE,MK-8776,NCIH23,-1.5038822930000002,,2,2.0,1.0,2.0,0
8758,GEMCITABINE,MK-8776,NCIH23,18.85893636,,0,2.0,1.0,2.0,0
8759,GEMCITABINE,PD325901,NCIH23,-4.726960438,1.0,4,2.0,1.0,2.0,0
8760,GEMCITABINE,SORAFENIB,NCIH23,-13.32617529,1.0,4,2.0,1.0,3.0,0
8761,GEMCITABINE,SUNITINIB,NCIH23,-8.306713763,2.0,4,2.0,1.0,1.0,0
8762,L778123,ABT-888,NCIH23,3.491097425,1.0,0,0.0,1.0,4.0,0
8763,L778123,AZD1775,NCIH23,5.355936093,4.0,0,0.0,0.0,3.0,0
8764,L778123,AZD1775,NCIH23,8.075811721,4.0,0,0.0,0.0,3.0,0
8765,L778123,BEZ-235,NCIH23,16.84654471,0.0,2,0.0,1.0,1.0,0
8766,L778123,BORTEZOMIB,NCIH23,-3.79714331,2.0,4,0.0,0.0,3.0,0
8767,L778123,DASATINIB,NCIH23,-58.21245074,3.0,0,0.0,1.0,4.0,0
8768,L778123,DINACICLIB,NCIH23,4.72022092,3.0,2,0.0,1.0,0.0,0
8769,L778123,ERLOTINIB,NCIH23,12.21917197,0.0,4,0.0,1.0,3.0,0
8770,L778123,ETOPOSIDE,NCIH23,4.029315202,2.0,0,0.0,1.0,0.0,0
8771,L778123,GELDANAMYCIN,NCIH23,5.258978645,0.0,3,0.0,1.0,0.0,0
8772,L778123,GEMCITABINE,NCIH23,-9.931812705,4.0,4,0.0,1.0,3.0,0
8773,L778123,LAPATINIB,NCIH23,19.48751103,3.0,2,0.0,1.0,2.0,0
8774,L778123,MK-2206,NCIH23,18.66691529,0.0,2,0.0,1.0,2.0,0
8775,L778123,MK-4827,NCIH23,0.7876139940000001,3.0,0,0.0,1.0,0.0,0
8776,L778123,MK-5108,NCIH23,-0.014129706,0.0,4,0.0,1.0,2.0,0
8777,L778123,MK-8669,NCIH23,33.11523517,3.0,3,0.0,1.0,2.0,0
8778,L778123,MK-8669,NCIH23,17.09000691,3.0,4,0.0,1.0,2.0,0
8779,L778123,MK-8776,NCIH23,3.4588539010000003,2.0,0,0.0,1.0,2.0,0
8780,L778123,PD325901,NCIH23,12.20574328,1.0,4,0.0,1.0,1.0,0
8781,L778123,SN-38,NCIH23,11.11154137,2.0,2,0.0,1.0,3.0,0
8782,L778123,SORAFENIB,NCIH23,7.013397652,4.0,0,0.0,1.0,0.0,0
8783,L778123,SUNITINIB,NCIH23,3.793585187,2.0,3,0.0,1.0,1.0,0
8784,L778123,TOPOTECAN,NCIH23,15.45840401,0.0,3,0.0,1.0,0.0,0
8785,L778123,VINORELBINE,NCIH23,-101.7144172,3.0,2,0.0,1.0,1.0,0
8786,L778123,ZOLINZA,NCIH23,13.35294045,1.0,0,0.0,1.0,4.0,0
8787,LAPATINIB,ABT-888,NCIH23,4.89959405,2.0,2,4.0,1.0,2.0,0
8788,LAPATINIB,BEZ-235,NCIH23,19.21988424,4.0,0,4.0,1.0,3.0,0
8789,LAPATINIB,BORTEZOMIB,NCIH23,0.8032909009999999,0.0,3,4.0,0.0,3.0,0
8790,LAPATINIB,DASATINIB,NCIH23,2.494787665,1.0,3,4.0,1.0,0.0,0
8791,LAPATINIB,DINACICLIB,NCIH23,23.25698178,3.0,4,4.0,1.0,3.0,0
8792,LAPATINIB,GELDANAMYCIN,NCIH23,-2.922766874,3.0,0,4.0,1.0,1.0,0
8793,LAPATINIB,MK-2206,NCIH23,7.038488792000001,2.0,3,4.0,1.0,1.0,0
8794,LAPATINIB,MK-2206,NCIH23,-16.97158937,2.0,2,4.0,1.0,1.0,0
8795,LAPATINIB,MK-4827,NCIH23,-2.082029032,3.0,4,4.0,1.0,3.0,0
8796,LAPATINIB,MK-5108,NCIH23,8.907899394,4.0,2,4.0,1.0,3.0,0
8797,LAPATINIB,MK-8669,NCIH23,6.251808061,2.0,0,4.0,1.0,3.0,0
8798,LAPATINIB,MK-8776,NCIH23,7.67172984,0.0,3,4.0,1.0,3.0,0
8799,LAPATINIB,PD325901,NCIH23,11.76876656,1.0,0,4.0,1.0,2.0,0
8800,LAPATINIB,SN-38,NCIH23,58.04697124,3.0,3,4.0,1.0,2.0,0
8801,LAPATINIB,SORAFENIB,NCIH23,3.851215666,3.0,4,4.0,1.0,0.0,0
8802,LAPATINIB,TOPOTECAN,NCIH23,23.14219149,1.0,4,4.0,1.0,1.0,0
8803,METFORMIN,ABT-888,NCIH23,-3.198115412,2.0,4,1.0,1.0,1.0,0
8804,METFORMIN,AZD1775,NCIH23,3.863004584,1.0,4,1.0,0.0,0.0,0
8805,METFORMIN,BEZ-235,NCIH23,6.781962299,3.0,3,1.0,1.0,0.0,0
8806,METFORMIN,BORTEZOMIB,NCIH23,-7.733340214,4.0,4,1.0,0.0,4.0,0
8807,METFORMIN,DASATINIB,NCIH23,-7.933967421,0.0,0,1.0,1.0,4.0,0
8808,METFORMIN,DINACICLIB,NCIH23,14.05069915,4.0,0,1.0,1.0,4.0,0
8809,METFORMIN,ERLOTINIB,NCIH23,-10.73994038,0.0,2,1.0,1.0,0.0,0
8810,METFORMIN,GELDANAMYCIN,NCIH23,-14.94304843,3.0,0,1.0,1.0,0.0,0
8811,METFORMIN,L778123,NCIH23,6.495839425,0.0,3,1.0,1.0,4.0,0
8812,METFORMIN,LAPATINIB,NCIH23,-8.834417466,3.0,2,1.0,1.0,4.0,0
8813,METFORMIN,MK-2206,NCIH23,-1.218947703,4.0,2,1.0,1.0,1.0,0
8814,METFORMIN,MK-4827,NCIH23,-1.660529461,2.0,4,1.0,1.0,4.0,0
8815,METFORMIN,MK-5108,NCIH23,8.12611208,2.0,4,1.0,1.0,3.0,0
8816,METFORMIN,MK-8669,NCIH23,8.257169786,0.0,4,1.0,1.0,0.0,0
8817,METFORMIN,MK-8776,NCIH23,7.508484351,0.0,2,1.0,1.0,1.0,0
8818,METFORMIN,PD325901,NCIH23,-12.91235215,1.0,0,1.0,1.0,1.0,0
8819,METFORMIN,SORAFENIB,NCIH23,7.386728861,3.0,2,1.0,1.0,2.0,0
8820,METFORMIN,SUNITINIB,NCIH23,2.791097149,1.0,4,1.0,1.0,0.0,0
8821,METFORMIN,ZOLINZA,NCIH23,-5.788244081,4.0,0,1.0,1.0,4.0,0
8822,METHOTREXATE,ABT-888,NCIH23,-7.564126857000001,3.0,0,4.0,1.0,1.0,0
8823,METHOTREXATE,AZD1775,NCIH23,-17.97365095,0.0,4,4.0,0.0,2.0,0
8824,METHOTREXATE,BEZ-235,NCIH23,-31.96671719,0.0,3,4.0,1.0,3.0,0
8825,METHOTREXATE,BORTEZOMIB,NCIH23,-26.14593871,2.0,0,4.0,0.0,3.0,0
8826,METHOTREXATE,DASATINIB,NCIH23,-16.42572955,4.0,3,4.0,1.0,4.0,0
8827,METHOTREXATE,DINACICLIB,NCIH23,-13.65265379,0.0,3,4.0,1.0,2.0,0
8828,METHOTREXATE,ERLOTINIB,NCIH23,0.3980544620000001,2.0,3,4.0,1.0,1.0,0
8829,METHOTREXATE,GELDANAMYCIN,NCIH23,-33.84375306,0.0,0,4.0,1.0,3.0,0
8830,METHOTREXATE,L778123,NCIH23,-10.00780232,2.0,4,4.0,1.0,0.0,0
8831,METHOTREXATE,LAPATINIB,NCIH23,-10.46864132,0.0,0,4.0,1.0,2.0,0
8832,METHOTREXATE,MK-2206,NCIH23,-5.176210233,1.0,4,4.0,1.0,3.0,0
8833,METHOTREXATE,MK-4827,NCIH23,-13.42669078,0.0,0,4.0,1.0,0.0,0
8834,METHOTREXATE,MK-5108,NCIH23,-10.98470425,0.0,2,4.0,1.0,1.0,0
8835,METHOTREXATE,MK-8669,NCIH23,-15.00717349,0.0,4,4.0,1.0,3.0,0
8836,METHOTREXATE,MK-8776,NCIH23,-10.3582365,1.0,0,4.0,1.0,0.0,0
8837,METHOTREXATE,PD325901,NCIH23,-7.422561299,4.0,4,4.0,1.0,2.0,0
8838,METHOTREXATE,SORAFENIB,NCIH23,-8.880486582,3.0,3,4.0,1.0,0.0,0
8839,METHOTREXATE,SUNITINIB,NCIH23,-17.93498954,0.0,0,4.0,1.0,4.0,0
8840,METHOTREXATE,ZOLINZA,NCIH23,-35.12694508,0.0,3,4.0,1.0,4.0,0
8841,MITOMYCINE,ABT-888,NCIH23,-4.710864332,4.0,0,4.0,1.0,3.0,0
8842,MITOMYCINE,AZD1775,NCIH23,-1.336018518,3.0,4,4.0,0.0,4.0,0
8843,MITOMYCINE,BEZ-235,NCIH23,4.811919556,1.0,3,4.0,1.0,3.0,0
8844,MITOMYCINE,BORTEZOMIB,NCIH23,-15.14251668,0.0,4,4.0,0.0,0.0,0
8845,MITOMYCINE,DASATINIB,NCIH23,16.97534112,0.0,3,4.0,1.0,0.0,0
8846,MITOMYCINE,DINACICLIB,NCIH23,-10.82729701,0.0,4,4.0,1.0,4.0,0
8847,MITOMYCINE,GELDANAMYCIN,NCIH23,-17.16566917,2.0,0,4.0,1.0,4.0,0
8848,MITOMYCINE,L778123,NCIH23,-19.23517194,0.0,2,4.0,1.0,1.0,0
8849,MITOMYCINE,LAPATINIB,NCIH23,15.33674994,3.0,3,4.0,1.0,3.0,0
8850,MITOMYCINE,MK-2206,NCIH23,3.171893148,4.0,2,4.0,1.0,1.0,0
8851,MITOMYCINE,MK-4827,NCIH23,-0.030282503,2.0,0,4.0,1.0,4.0,0
8852,MITOMYCINE,MK-5108,NCIH23,1.067947244,4.0,0,4.0,1.0,0.0,0
8853,MITOMYCINE,MK-8669,NCIH23,1.388651251,4.0,4,4.0,1.0,2.0,0
8854,MITOMYCINE,MK-8776,NCIH23,19.44723759,1.0,3,4.0,1.0,3.0,0
8855,MITOMYCINE,MK-8776,NCIH23,16.47831724,1.0,0,4.0,1.0,3.0,0
8856,MITOMYCINE,PD325901,NCIH23,15.04242386,2.0,4,4.0,1.0,1.0,0
8857,MITOMYCINE,SORAFENIB,NCIH23,-45.6830587,0.0,2,4.0,1.0,1.0,0
8858,MITOMYCINE,SUNITINIB,NCIH23,-11.73053798,0.0,3,4.0,1.0,3.0,0
8859,MITOMYCINE,ZOLINZA,NCIH23,-4.938387488,3.0,0,4.0,1.0,3.0,0
8860,MK-2206,ABT-888,NCIH23,-1.1779942140000002,4.0,3,2.0,1.0,4.0,0
8861,MK-2206,BEZ-235,NCIH23,42.73329203,2.0,0,2.0,1.0,1.0,0
8862,MK-2206,BORTEZOMIB,NCIH23,-4.261548093,4.0,0,2.0,0.0,4.0,0
8863,MK-2206,DASATINIB,NCIH23,38.73707855,4.0,0,2.0,1.0,4.0,0
8864,MK-2206,DINACICLIB,NCIH23,12.91859829,4.0,2,2.0,1.0,4.0,0
8865,MK-2206,ERLOTINIB,NCIH23,21.53191544,1.0,3,2.0,1.0,2.0,0
8866,MK-2206,ERLOTINIB,NCIH23,35.14993834,1.0,2,2.0,1.0,2.0,0
8867,MK-2206,GELDANAMYCIN,NCIH23,-0.12464385,3.0,4,2.0,1.0,3.0,0
8868,MK-2206,MK-8669,NCIH23,31.54093847,2.0,3,2.0,1.0,2.0,0
8869,MK-2206,MK-8669,NCIH23,14.29971786,2.0,2,2.0,1.0,2.0,0
8870,MK-2206,MK-8776,NCIH23,14.37553711,4.0,3,2.0,1.0,4.0,0
8871,MK-2206,PD325901,NCIH23,23.18385932,4.0,2,2.0,1.0,0.0,0
8872,MK-2206,SN-38,NCIH23,11.39312061,1.0,2,2.0,1.0,0.0,0
8873,MK-2206,SORAFENIB,NCIH23,11.34429503,4.0,0,2.0,1.0,4.0,0
8874,MK-2206,TOPOTECAN,NCIH23,19.54724285,0.0,2,2.0,1.0,1.0,0
8875,MK-4541,5-FU,NCIH23,-9.29143896,4.0,0,3.0,1.0,1.0,0
8876,MK-4541,ABT-888,NCIH23,-5.2321702960000005,4.0,2,3.0,1.0,3.0,0
8877,MK-4541,AZD1775,NCIH23,0.333092937,3.0,4,3.0,0.0,2.0,0
8878,MK-4541,BEZ-235,NCIH23,5.283234187,3.0,2,3.0,1.0,0.0,0
8879,MK-4541,BORTEZOMIB,NCIH23,-7.112623424,1.0,3,3.0,0.0,3.0,0
8880,MK-4541,CARBOPLATIN,NCIH23,-6.633564616,2.0,3,3.0,1.0,1.0,0
8881,MK-4541,CYCLOPHOSPHAMIDE,NCIH23,-1.195498474,0.0,2,3.0,0.0,2.0,0
8882,MK-4541,DASATINIB,NCIH23,-7.354246793,3.0,4,3.0,1.0,4.0,0
8883,MK-4541,DEXAMETHASONE,NCIH23,2.45012678,2.0,3,3.0,0.0,2.0,0
8884,MK-4541,DINACICLIB,NCIH23,9.302046015,1.0,3,3.0,1.0,2.0,0
8885,MK-4541,DOXORUBICIN,NCIH23,6.017014593,0.0,3,3.0,1.0,3.0,0
8886,MK-4541,ERLOTINIB,NCIH23,-17.90054438,2.0,0,3.0,1.0,0.0,0
8887,MK-4541,ETOPOSIDE,NCIH23,4.393916352,3.0,4,3.0,1.0,4.0,0
8888,MK-4541,GELDANAMYCIN,NCIH23,-13.18961957,1.0,2,3.0,1.0,3.0,0
8889,MK-4541,GEMCITABINE,NCIH23,-11.52303894,4.0,4,3.0,1.0,0.0,0
8890,MK-4541,L778123,NCIH23,5.578592275,0.0,0,3.0,1.0,1.0,0
8891,MK-4541,LAPATINIB,NCIH23,-2.079720796,3.0,0,3.0,1.0,2.0,0
8892,MK-4541,METFORMIN,NCIH23,-10.31186256,1.0,3,3.0,1.0,4.0,0
8893,MK-4541,METHOTREXATE,NCIH23,-12.52234819,3.0,0,3.0,1.0,3.0,0
8894,MK-4541,MITOMYCINE,NCIH23,-7.358652916,3.0,4,3.0,1.0,0.0,0
8895,MK-4541,MK-2206,NCIH23,4.592808123,3.0,2,3.0,1.0,2.0,0
8896,MK-4541,MK-4827,NCIH23,-0.112574712,1.0,4,3.0,1.0,1.0,0
8897,MK-4541,MK-5108,NCIH23,-2.041604755,1.0,2,3.0,1.0,4.0,0
8898,MK-4541,MK-8669,NCIH23,3.772300517,3.0,3,3.0,1.0,3.0,0
8899,MK-4541,MK-8776,NCIH23,-2.015835598,4.0,0,3.0,1.0,1.0,0
8900,MK-4541,MRK-003,NCIH23,5.41522501,2.0,0,3.0,1.0,1.0,0
8901,MK-4541,PACLITAXEL,NCIH23,-2.547857555,3.0,0,3.0,1.0,3.0,0
8902,MK-4541,PD325901,NCIH23,-15.30336986,0.0,2,3.0,1.0,3.0,0
8903,MK-4541,SN-38,NCIH23,-4.538005238999999,1.0,3,3.0,1.0,4.0,0
8904,MK-4541,SORAFENIB,NCIH23,3.866102787,0.0,0,3.0,1.0,4.0,0
8905,MK-4541,SUNITINIB,NCIH23,4.860559829,4.0,3,3.0,1.0,4.0,0
8906,MK-4541,TOPOTECAN,NCIH23,11.58150418,3.0,2,3.0,1.0,3.0,0
8907,MK-4541,VINBLASTINE,NCIH23,-36.76465236,1.0,4,3.0,1.0,4.0,0
8908,MK-4541,VINORELBINE,NCIH23,-10.07199231,4.0,4,3.0,1.0,0.0,0
8909,MK-4541,ZOLINZA,NCIH23,-5.485544842,1.0,3,3.0,1.0,1.0,0
8910,MK-4827,ABT-888,NCIH23,-8.993707413,4.0,3,2.0,1.0,2.0,0
8911,MK-4827,BEZ-235,NCIH23,-4.527918302,0.0,2,2.0,1.0,2.0,0
8912,MK-4827,BORTEZOMIB,NCIH23,-4.951219182,1.0,3,2.0,0.0,1.0,0
8913,MK-4827,DASATINIB,NCIH23,11.33847901,2.0,2,2.0,1.0,2.0,0
8914,MK-4827,DINACICLIB,NCIH23,-12.95214228,0.0,3,2.0,1.0,0.0,0
8915,MK-4827,ERLOTINIB,NCIH23,-6.6302284170000005,4.0,0,2.0,1.0,2.0,0
8916,MK-4827,GELDANAMYCIN,NCIH23,-14.19073386,,3,2.0,1.0,0.0,0
8917,MK-4827,MK-2206,NCIH23,15.76993022,1.0,0,2.0,1.0,3.0,0
8918,MK-4827,MK-8669,NCIH23,18.76364586,2.0,3,2.0,1.0,4.0,0
8919,MK-4827,MK-8776,NCIH23,-1.487525124,,0,2.0,1.0,1.0,0
8920,MK-4827,MK-8776,NCIH23,-7.961734109,,4,2.0,1.0,1.0,0
8921,MK-4827,PD325901,NCIH23,-2.8394961710000004,3.0,3,2.0,1.0,4.0,0
8922,MK-4827,SN-38,NCIH23,25.54370325,2.0,0,2.0,1.0,2.0,0
8923,MK-4827,SN-38,NCIH23,8.628732764,2.0,2,2.0,1.0,2.0,0
8924,MK-4827,SORAFENIB,NCIH23,0.435842934,3.0,2,2.0,1.0,0.0,0
8925,MK-4827,TOPOTECAN,NCIH23,9.125720423999999,4.0,4,2.0,1.0,2.0,0
8926,MK-5108,ABT-888,NCIH23,5.150428105,1.0,3,3.0,1.0,3.0,0
8927,MK-5108,BEZ-235,NCIH23,7.394628464,1.0,3,3.0,1.0,0.0,0
8928,MK-5108,BORTEZOMIB,NCIH23,-0.352533679,2.0,0,3.0,0.0,0.0,0
8929,MK-5108,DASATINIB,NCIH23,16.11154326,1.0,4,3.0,1.0,3.0,0
8930,MK-5108,DINACICLIB,NCIH23,-6.964543084,3.0,0,3.0,1.0,1.0,0
8931,MK-5108,ERLOTINIB,NCIH23,12.09509246,1.0,0,3.0,1.0,0.0,0
8932,MK-5108,GELDANAMYCIN,NCIH23,2.1668750180000003,1.0,0,3.0,1.0,2.0,0
8933,MK-5108,MK-2206,NCIH23,13.71728721,3.0,3,3.0,1.0,4.0,0
8934,MK-5108,MK-4827,NCIH23,17.34902376,3.0,3,3.0,1.0,0.0,0
8935,MK-5108,MK-8669,NCIH23,14.25168659,3.0,0,3.0,1.0,2.0,0
8936,MK-5108,MK-8776,NCIH23,10.0364631,0.0,3,3.0,1.0,4.0,0
8937,MK-5108,PD325901,NCIH23,21.12881206,2.0,3,3.0,1.0,1.0,0
8938,MK-5108,SN-38,NCIH23,11.89081555,1.0,2,3.0,1.0,1.0,0
8939,MK-5108,SORAFENIB,NCIH23,5.46465413,1.0,0,3.0,1.0,2.0,0
8940,MK-5108,TOPOTECAN,NCIH23,16.59353337,3.0,4,3.0,1.0,1.0,0
8941,MK-8669,BEZ-235,NCIH23,64.79024972,3.0,3,3.0,1.0,0.0,0
8942,MK-8669,DINACICLIB,NCIH23,12.50578132,3.0,4,3.0,1.0,3.0,0
8943,MK-8669,GELDANAMYCIN,NCIH23,0.6901130440000001,4.0,4,3.0,1.0,3.0,0
8944,MK-8669,MK-8776,NCIH23,28.35880461,2.0,4,3.0,1.0,0.0,0
8945,MK-8669,SN-38,NCIH23,6.293953621,3.0,2,3.0,1.0,2.0,0
8946,MK-8669,SORAFENIB,NCIH23,21.48864779,4.0,3,3.0,1.0,3.0,0
8947,MK-8669,TOPOTECAN,NCIH23,4.394773533,2.0,0,3.0,1.0,2.0,0
8948,MRK-003,5-FU,NCIH23,1.917049906,0.0,4,4.0,1.0,0.0,0
8949,MRK-003,ABT-888,NCIH23,0.228512597,0.0,2,4.0,1.0,1.0,0
8950,MRK-003,AZD1775,NCIH23,0.642930938,4.0,2,4.0,0.0,3.0,0
8951,MRK-003,BEZ-235,NCIH23,15.23748978,2.0,2,4.0,1.0,4.0,0
8952,MRK-003,BORTEZOMIB,NCIH23,9.643132625,0.0,2,4.0,0.0,3.0,0
8953,MRK-003,CARBOPLATIN,NCIH23,-4.11060028,2.0,3,4.0,1.0,2.0,0
8954,MRK-003,CYCLOPHOSPHAMIDE,NCIH23,4.066164062,4.0,3,4.0,0.0,3.0,0
8955,MRK-003,DASATINIB,NCIH23,22.55935303,4.0,0,4.0,1.0,2.0,0
8956,MRK-003,DEXAMETHASONE,NCIH23,6.766338308,1.0,2,4.0,0.0,0.0,0
8957,MRK-003,DINACICLIB,NCIH23,9.618640476,4.0,0,4.0,1.0,4.0,0
8958,MRK-003,DOXORUBICIN,NCIH23,6.148063929,0.0,2,4.0,1.0,0.0,0
8959,MRK-003,ERLOTINIB,NCIH23,3.611325777,3.0,2,4.0,1.0,0.0,0
8960,MRK-003,ETOPOSIDE,NCIH23,-134.29473190000002,1.0,3,4.0,1.0,2.0,0
8961,MRK-003,GELDANAMYCIN,NCIH23,-2.667509381,3.0,3,4.0,1.0,4.0,0
8962,MRK-003,GEMCITABINE,NCIH23,-5.804342875,4.0,2,4.0,1.0,4.0,0
8963,MRK-003,L778123,NCIH23,3.887381305,3.0,4,4.0,1.0,1.0,0
8964,MRK-003,LAPATINIB,NCIH23,10.464365,1.0,4,4.0,1.0,3.0,0
8965,MRK-003,LAPATINIB,NCIH23,-16.01815001,1.0,4,4.0,1.0,3.0,0
8966,MRK-003,METFORMIN,NCIH23,7.339023632000001,4.0,2,4.0,1.0,3.0,0
8967,MRK-003,METHOTREXATE,NCIH23,-9.668439387000001,2.0,4,4.0,1.0,1.0,0
8968,MRK-003,MITOMYCINE,NCIH23,-1.883283617,1.0,0,4.0,1.0,0.0,0
8969,MRK-003,MK-2206,NCIH23,9.567568171,3.0,3,4.0,1.0,2.0,0
8970,MRK-003,MK-4827,NCIH23,21.88768163,0.0,0,4.0,1.0,4.0,0
8971,MRK-003,MK-5108,NCIH23,3.2846779660000003,4.0,0,4.0,1.0,3.0,0
8972,MRK-003,MK-8669,NCIH23,12.38297913,1.0,0,4.0,1.0,2.0,0
8973,MRK-003,MK-8776,NCIH23,14.06928957,1.0,2,4.0,1.0,1.0,0
8974,MRK-003,PACLITAXEL,NCIH23,13.87801265,3.0,2,4.0,1.0,3.0,0
8975,MRK-003,PD325901,NCIH23,3.804326811,0.0,4,4.0,1.0,3.0,0
8976,MRK-003,SN-38,NCIH23,18.67542661,2.0,4,4.0,1.0,4.0,0
8977,MRK-003,SORAFENIB,NCIH23,11.95764817,1.0,3,4.0,1.0,1.0,0
8978,MRK-003,SUNITINIB,NCIH23,9.163150515,0.0,3,4.0,1.0,3.0,0
8979,MRK-003,SUNITINIB,NCIH23,0.910975133,0.0,2,4.0,1.0,3.0,0
8980,MRK-003,TOPOTECAN,NCIH23,49.94887065,2.0,2,4.0,1.0,0.0,0
8981,MRK-003,VINBLASTINE,NCIH23,20.98464228,1.0,2,4.0,1.0,3.0,0
8982,MRK-003,VINBLASTINE,NCIH23,-11.1609937,1.0,3,4.0,1.0,3.0,0
8983,MRK-003,VINORELBINE,NCIH23,1.017154079,2.0,3,4.0,1.0,1.0,0
8984,MRK-003,ZOLINZA,NCIH23,-5.45439378,0.0,0,4.0,1.0,4.0,0
8985,PACLITAXEL,ABT-888,NCIH23,-10.74498217,0.0,2,1.0,1.0,4.0,0
8986,PACLITAXEL,AZD1775,NCIH23,-3.249016354,4.0,3,1.0,0.0,1.0,0
8987,PACLITAXEL,BEZ-235,NCIH23,-12.35477142,3.0,4,1.0,1.0,1.0,0
8988,PACLITAXEL,BORTEZOMIB,NCIH23,-20.10145532,4.0,2,1.0,0.0,2.0,0
8989,PACLITAXEL,DASATINIB,NCIH23,6.490523212,0.0,3,1.0,1.0,4.0,0
8990,PACLITAXEL,DINACICLIB,NCIH23,-16.90000215,4.0,4,1.0,1.0,1.0,0
8991,PACLITAXEL,ERLOTINIB,NCIH23,-1.629292482,4.0,4,1.0,1.0,2.0,0
8992,PACLITAXEL,GELDANAMYCIN,NCIH23,-20.03735849,2.0,3,1.0,1.0,1.0,0
8993,PACLITAXEL,L778123,NCIH23,8.291662367,0.0,4,1.0,1.0,4.0,0
8994,PACLITAXEL,LAPATINIB,NCIH23,-0.194377333,1.0,0,1.0,1.0,1.0,0
8995,PACLITAXEL,MK-2206,NCIH23,16.30025491,2.0,4,1.0,1.0,4.0,0
8996,PACLITAXEL,MK-4827,NCIH23,-13.93741241,2.0,2,1.0,1.0,1.0,0
8997,PACLITAXEL,MK-5108,NCIH23,1.941807325,1.0,4,1.0,1.0,2.0,0
8998,PACLITAXEL,MK-8669,NCIH23,11.96521147,4.0,0,1.0,1.0,1.0,0
8999,PACLITAXEL,MK-8776,NCIH23,-4.252811546,0.0,0,1.0,1.0,2.0,0
9000,PACLITAXEL,PD325901,NCIH23,9.090615975,4.0,0,1.0,1.0,0.0,0
9001,PACLITAXEL,SORAFENIB,NCIH23,-3.5141508960000003,4.0,2,1.0,1.0,3.0,0
9002,PACLITAXEL,SUNITINIB,NCIH23,-6.732498919,0.0,4,1.0,1.0,1.0,0
9003,PACLITAXEL,ZOLINZA,NCIH23,-25.86581958,3.0,2,1.0,1.0,2.0,0
9004,PD325901,ABT-888,NCIH23,-12.52732318,2.0,0,0.0,1.0,0.0,0
9005,PD325901,BEZ-235,NCIH23,34.18933049,2.0,0,0.0,1.0,1.0,0
9006,PD325901,BORTEZOMIB,NCIH23,-0.524368166,4.0,3,0.0,0.0,4.0,0
9007,PD325901,DASATINIB,NCIH23,74.787982,3.0,2,0.0,1.0,4.0,0
9008,PD325901,DINACICLIB,NCIH23,6.151301867999999,0.0,2,0.0,1.0,4.0,0
9009,PD325901,GELDANAMYCIN,NCIH23,8.712921682000001,2.0,4,0.0,1.0,2.0,0
9010,PD325901,MK-8669,NCIH23,51.74273559,1.0,0,0.0,1.0,3.0,0
9011,PD325901,MK-8776,NCIH23,5.551669818,2.0,3,0.0,1.0,0.0,0
9012,PD325901,SN-38,NCIH23,-5.573449987999999,2.0,2,0.0,1.0,4.0,0
9013,PD325901,SORAFENIB,NCIH23,25.50543739,0.0,2,0.0,1.0,0.0,0
9014,PD325901,TOPOTECAN,NCIH23,8.386385426,2.0,3,0.0,1.0,0.0,0
9015,SN-38,DINACICLIB,NCIH23,-4.550322411000001,0.0,0,1.0,1.0,3.0,0
9016,SN-38,MK-8776,NCIH23,2.7726727660000003,0.0,0,1.0,1.0,3.0,0
9017,SN-38,SORAFENIB,NCIH23,13.98336303,2.0,4,1.0,1.0,1.0,0
9018,SORAFENIB,DINACICLIB,NCIH23,-0.020053889,1.0,3,1.0,1.0,3.0,0
9019,SORAFENIB,MK-8776,NCIH23,-6.911091193,4.0,4,1.0,1.0,1.0,0
