Compound,Channel,Experiment,Dose,Response
Oxaliplatin,RKO,4,0.08,-16.599999999999994
Oxaliplatin,RKO,5,0.08,-4.800000000000011
Oxaliplatin,RKO,0,0.24,9.799999999999997
Oxaliplatin,RKO,1,0.24,15.599999999999994
Oxaliplatin,RKO,2,0.24,-11.800000000000011
Oxaliplatin,RKO,3,0.24,-4.400000000000006
Oxaliplatin,RKO,4,0.24,-8.5
Oxaliplatin,RKO,5,0.24,-10.900000000000006
Oxaliplatin,RKO,0,0.7,-14.299999999999997
Oxaliplatin,RKO,1,0.7,-16.599999999999994
Oxaliplatin,RKO,2,0.7,-11.900000000000006
Oxaliplatin,RKO,3,0.7,-8.400000000000006
Oxaliplatin,RKO,4,0.7,32.400000000000006
Oxaliplatin,RKO,5,0.7,35.0
Oxaliplatin,RKO,0,2.2,-10.000000000000014
Oxaliplatin,RKO,1,2.2,-3.4000000000000057
Oxaliplatin,RKO,2,2.2,0.7999999999999972
Oxaliplatin,RKO,3,2.2,-7.400000000000006
Oxaliplatin,RKO,4,2.2,27.0
Oxaliplatin,RKO,5,2.2,36.0
Oxaliplatin,RKO,0,6.5,-2.8999999999999915
Oxaliplatin,RKO,1,6.5,7.299999999999997
Oxaliplatin,RKO,2,6.5,8.5
Oxaliplatin,RKO,3,6.5,7.599999999999994
Oxaliplatin,RKO,4,6.5,33.099999999999994
Oxaliplatin,RKO,5,6.5,35.7
Oxaliplatin,RKO,0,20.0,57.800000000000004
Oxaliplatin,RKO,1,20.0,56.4
Oxaliplatin,RKO,2,20.0,56.7
Oxaliplatin,RKO,3,20.0,63.6
Oxaliplatin,RKO,4,20.0,61.1
Oxaliplatin,RKO,5,20.0,60.5
Oxaliplatin,RPMI7951,0,0.009000000000000001,10.099999999999994
Oxaliplatin,RPMI7951,1,0.009000000000000001,10.599999999999994
Oxaliplatin,RPMI7951,2,0.009000000000000001,-8.400000000000006
Oxaliplatin,RPMI7951,3,0.009000000000000001,-6.59999999999998
Oxaliplatin,RPMI7951,4,0.009000000000000001,-4.099999999999994
Oxaliplatin,RPMI7951,5,0.009000000000000001,4.1000000000000085
Oxaliplatin,RPMI7951,0,0.027000000000000003,-0.5999999999999943
Oxaliplatin,RPMI7951,1,0.027000000000000003,-5.90000000000002
Oxaliplatin,RPMI7951,2,0.027000000000000003,-6.299999999999997
Oxaliplatin,RPMI7951,3,0.027000000000000003,7.299999999999997
Oxaliplatin,RPMI7951,4,0.027000000000000003,1.7999999999999972
Oxaliplatin,RPMI7951,5,0.027000000000000003,1.7999999999999972
Oxaliplatin,RPMI7951,0,0.08,7.0
Oxaliplatin,RPMI7951,1,0.08,4.299999999999997
Oxaliplatin,RPMI7951,2,0.08,-3.0
Oxaliplatin,RPMI7951,3,0.08,-7.400000000000006
Oxaliplatin,RPMI7951,4,0.08,5.5
Oxaliplatin,RPMI7951,5,0.08,-7.0
Oxaliplatin,RPMI7951,0,0.24,-1.2000000000000028
Oxaliplatin,RPMI7951,1,0.24,2.299999999999997
Oxaliplatin,RPMI7951,2,0.24,-9.800000000000011
Oxaliplatin,RPMI7951,3,0.24,5.6000000000000085
Oxaliplatin,RPMI7951,4,0.24,4.0
Oxaliplatin,RPMI7951,5,0.24,4.1000000000000085
Oxaliplatin,RPMI7951,0,0.7,-9.099999999999994
Oxaliplatin,RPMI7951,1,0.7,-7.59999999999998
Oxaliplatin,RPMI7951,2,0.7,-2.6999999999999886
Oxaliplatin,RPMI7951,3,0.7,-6.0
Oxaliplatin,RPMI7951,4,0.7,10.400000000000006
Oxaliplatin,RPMI7951,5,0.7,15.5
Oxaliplatin,RPMI7951,0,2.2,7.0
Oxaliplatin,RPMI7951,1,2.2,9.399999999999991
Oxaliplatin,RPMI7951,2,2.2,0.20000000000000284
Oxaliplatin,RPMI7951,3,2.2,6.299999999999997
Oxaliplatin,RPMI7951,4,2.2,9.5
Oxaliplatin,RPMI7951,5,2.2,16.0
Oxaliplatin,RPMI7951,0,6.5,35.400000000000006
Oxaliplatin,RPMI7951,1,6.5,31.599999999999994
Oxaliplatin,RPMI7951,2,6.5,30.200000000000003
Oxaliplatin,RPMI7951,3,6.5,23.599999999999994
Oxaliplatin,RPMI7951,4,6.5,24.099999999999994
Oxaliplatin,RPMI7951,5,6.5,30.5
Oxaliplatin,RPMI7951,0,20.0,61.8
Oxaliplatin,RPMI7951,1,20.0,58.900000000000006
Oxaliplatin,RPMI7951,2,20.0,61.8
Oxaliplatin,RPMI7951,3,20.0,63.2
Oxaliplatin,RPMI7951,4,20.0,61.5
Oxaliplatin,RPMI7951,5,20.0,59.1
Oxaliplatin,SKMEL30,0,0.009000000000000001,11.099999999999994
Oxaliplatin,SKMEL30,1,0.009000000000000001,11.599999999999994
Oxaliplatin,SKMEL30,2,0.009000000000000001,-9.800000000000011
Oxaliplatin,SKMEL30,3,0.009000000000000001,-13.999999999999986
Oxaliplatin,SKMEL30,4,0.009000000000000001,20.599999999999994
Oxaliplatin,SKMEL30,5,0.009000000000000001,13.0
Oxaliplatin,SKMEL30,0,0.027000000000000003,-1.0
Oxaliplatin,SKMEL30,1,0.027000000000000003,-8.0
Oxaliplatin,SKMEL30,2,0.027000000000000003,15.5
Oxaliplatin,SKMEL30,3,0.027000000000000003,1.7999999999999972
Oxaliplatin,SKMEL30,4,0.027000000000000003,-21.0
Oxaliplatin,SKMEL30,5,0.027000000000000003,-13.099999999999994
Oxaliplatin,SKMEL30,0,0.08,3.799999999999997
Oxaliplatin,SKMEL30,1,0.08,14.099999999999994
Oxaliplatin,SKMEL30,2,0.08,-12.999999999999986
Oxaliplatin,SKMEL30,3,0.08,-8.400000000000006
Oxaliplatin,SKMEL30,4,0.08,18.5
Oxaliplatin,SKMEL30,5,0.08,-8.400000000000006
Oxaliplatin,SKMEL30,0,0.24,2.299999999999997
Oxaliplatin,SKMEL30,1,0.24,2.1000000000000085
Oxaliplatin,SKMEL30,2,0.24,-14.099999999999994
Oxaliplatin,SKMEL30,3,0.24,-18.30000000000001
Oxaliplatin,SKMEL30,4,0.24,-29.19999999999999
Oxaliplatin,SKMEL30,5,0.24,2.799999999999997
Oxaliplatin,SKMEL30,0,0.7,-14.799999999999997
Oxaliplatin,SKMEL30,1,0.7,-19.700000000000003
Oxaliplatin,SKMEL30,2,0.7,-22.39999999999999
Oxaliplatin,SKMEL30,3,0.7,-11.299999999999997
Oxaliplatin,SKMEL30,4,0.7,6.8999999999999915
Oxaliplatin,SKMEL30,5,0.7,15.200000000000003
Oxaliplatin,SKMEL30,0,2.2,3.0
Oxaliplatin,SKMEL30,1,2.2,0.09999999999999432
Oxaliplatin,SKMEL30,2,2.2,11.900000000000006
Oxaliplatin,SKMEL30,3,2.2,1.0
Oxaliplatin,SKMEL30,4,2.2,17.5
Oxaliplatin,SKMEL30,5,2.2,24.900000000000006
Oxaliplatin,SKMEL30,0,6.5,48.6
Oxaliplatin,SKMEL30,1,6.5,49.4
Oxaliplatin,SKMEL30,2,6.5,44.99999999999999
Oxaliplatin,SKMEL30,3,6.5,45.3
Oxaliplatin,SKMEL30,4,6.5,49.8
Oxaliplatin,SKMEL30,5,6.5,50.6
Oxaliplatin,SKMEL30,0,20.0,58.0
Oxaliplatin,SKMEL30,1,20.0,64.1
Oxaliplatin,SKMEL30,2,20.0,65.3
Oxaliplatin,SKMEL30,3,20.0,63.9
Oxaliplatin,SKMEL30,4,20.0,65.8
Oxaliplatin,SKMEL30,5,20.0,69.5
Oxaliplatin,SKMES1,0,0.009000000000000001,3.200000000000003
Oxaliplatin,SKMES1,1,0.009000000000000001,4.800000000000011
Oxaliplatin,SKMES1,2,0.009000000000000001,-1.6999999999999886
Oxaliplatin,SKMES1,3,0.009000000000000001,-6.59999999999998
Oxaliplatin,SKMES1,4,0.009000000000000001,11.0
Oxaliplatin,SKMES1,5,0.009000000000000001,-0.8999999999999915
Oxaliplatin,SKMES1,0,0.027000000000000003,-4.90000000000002
Oxaliplatin,SKMES1,1,0.027000000000000003,-6.800000000000011
Oxaliplatin,SKMES1,2,0.027000000000000003,18.5
Oxaliplatin,SKMES1,3,0.027000000000000003,-4.200000000000003
Oxaliplatin,SKMES1,4,0.027000000000000003,11.400000000000006
Oxaliplatin,SKMES1,5,0.027000000000000003,-0.20000000000000284
Oxaliplatin,SKMES1,0,0.08,5.700000000000003
Oxaliplatin,SKMES1,1,0.08,89.6
Oxaliplatin,SKMES1,2,0.08,0.20000000000000284
Oxaliplatin,SKMES1,3,0.08,-7.099999999999994
Oxaliplatin,SKMES1,4,0.08,5.1000000000000085
Oxaliplatin,SKMES1,5,0.08,1.5999999999999943
Oxaliplatin,SKMES1,0,0.24,1.0
Oxaliplatin,SKMES1,1,0.24,-0.09999999999999432
Oxaliplatin,SKMES1,2,0.24,5.400000000000006
Oxaliplatin,SKMES1,3,0.24,-8.299999999999997
Oxaliplatin,SKMES1,4,0.24,6.699999999999989
Oxaliplatin,SKMES1,5,0.24,-5.200000000000003
Oxaliplatin,SKMES1,0,0.7,-4.800000000000011
Oxaliplatin,SKMES1,1,0.7,-4.0
Oxaliplatin,SKMES1,2,0.7,4.800000000000011
Oxaliplatin,SKMES1,3,0.7,9.399999999999991
Oxaliplatin,SKMES1,4,0.7,21.5
Oxaliplatin,SKMES1,5,0.7,16.900000000000006
Oxaliplatin,SKMES1,0,2.2,6.0
Oxaliplatin,SKMES1,1,2.2,-5.400000000000006
Oxaliplatin,SKMES1,2,2.2,9.200000000000003
Oxaliplatin,SKMES1,3,2.2,4.400000000000006
Oxaliplatin,SKMES1,4,2.2,16.299999999999997
Oxaliplatin,SKMES1,5,2.2,7.3999999999999915
Oxaliplatin,SKMES1,0,6.5,12.900000000000006
Oxaliplatin,SKMES1,1,6.5,0.5999999999999943
Oxaliplatin,SKMES1,2,6.5,24.200000000000003
Oxaliplatin,SKMES1,3,6.5,13.700000000000003
Oxaliplatin,SKMES1,4,6.5,30.200000000000003
Oxaliplatin,SKMES1,5,6.5,24.799999999999997
Oxaliplatin,SKMES1,0,20.0,33.400000000000006
Oxaliplatin,SKMES1,1,20.0,36.1
Oxaliplatin,SKMES1,2,20.0,43.7
Oxaliplatin,SKMES1,3,20.0,52.1
Oxaliplatin,SKMES1,4,20.0,40.6
Oxaliplatin,SKMES1,5,20.0,38.0
Oxaliplatin,SKOV3,0,0.009000000000000001,2.299999999999997
Oxaliplatin,SKOV3,1,0.009000000000000001,2.4000000000000057
Oxaliplatin,SKOV3,2,0.009000000000000001,12.099999999999994
Oxaliplatin,SKOV3,0,0.027000000000000003,-1.7999999999999972
Oxaliplatin,SKOV3,1,0.027000000000000003,-10.800000000000011
Oxaliplatin,SKOV3,2,0.027000000000000003,-7.200000000000003
Oxaliplatin,SKOV3,0,0.08,-2.499999999999986
Oxaliplatin,SKOV3,1,0.08,-0.4999999999999858
Oxaliplatin,SKOV3,2,0.08,-11.400000000000006
Oxaliplatin,SKOV3,0,0.24,-3.6999999999999886
Oxaliplatin,SKOV3,1,0.24,14.5
Oxaliplatin,SKOV3,2,0.24,6.0
Oxaliplatin,SKOV3,0,0.7,-17.40000000000002
Oxaliplatin,SKOV3,1,0.7,-2.6999999999999886
Oxaliplatin,SKOV3,2,0.7,6.299999999999997
Oxaliplatin,SKOV3,0,2.2,-4.200000000000003
Oxaliplatin,SKOV3,1,2.2,-1.5999999999999943
Oxaliplatin,SKOV3,2,2.2,-2.200000000000003
Oxaliplatin,SKOV3,0,6.5,12.099999999999994
Oxaliplatin,SKOV3,1,6.5,7.099999999999994
Oxaliplatin,SKOV3,2,6.5,1.0
Oxaliplatin,SKOV3,0,20.0,36.0
Oxaliplatin,SKOV3,1,20.0,39.300000000000004
Oxaliplatin,SKOV3,2,20.0,55.199999999999996
Oxaliplatin,SW620,0,0.009000000000000001,3.9000000000000057
Oxaliplatin,SW620,1,0.009000000000000001,8.200000000000003
Oxaliplatin,SW620,2,0.009000000000000001,7.0
Oxaliplatin,SW620,3,0.009000000000000001,5.300000000000011
Oxaliplatin,SW620,4,0.009000000000000001,-10.299999999999997
Oxaliplatin,SW620,5,0.009000000000000001,-5.5
Oxaliplatin,SW620,0,0.027000000000000003,5.800000000000011
Oxaliplatin,SW620,1,0.027000000000000003,1.7999999999999972
Oxaliplatin,SW620,2,0.027000000000000003,-3.6000000000000085
Oxaliplatin,SW620,3,0.027000000000000003,-17.30000000000001
Oxaliplatin,SW620,4,0.027000000000000003,6.699999999999989
Oxaliplatin,SW620,5,0.027000000000000003,0.20000000000000284
Oxaliplatin,SW620,0,0.08,3.4000000000000057
Oxaliplatin,SW620,1,0.08,7.199999999999989
Oxaliplatin,SW620,2,0.08,-3.4000000000000057
Oxaliplatin,SW620,3,0.08,1.0999999999999943
Oxaliplatin,SW620,4,0.08,-20.0
Oxaliplatin,SW620,5,0.08,-12.599999999999994
Oxaliplatin,SW620,0,0.24,6.599999999999994
Oxaliplatin,SW620,1,0.24,10.400000000000006
Oxaliplatin,SW620,2,0.24,19.5
Oxaliplatin,SW620,3,0.24,1.0999999999999943
Oxaliplatin,SW620,4,0.24,5.0
Oxaliplatin,SW620,5,0.24,0.7999999999999972
Oxaliplatin,SW620,0,0.7,-1.5999999999999943
Oxaliplatin,SW620,1,0.7,-0.4999999999999858
Oxaliplatin,SW620,2,0.7,-7.299999999999997
Oxaliplatin,SW620,3,0.7,-2.6000000000000085
Oxaliplatin,SW620,4,0.7,14.400000000000006
Oxaliplatin,SW620,5,0.7,11.200000000000003
Oxaliplatin,SW620,0,2.2,25.0
Oxaliplatin,SW620,1,2.2,19.299999999999997
Oxaliplatin,SW620,2,2.2,13.599999999999994
Oxaliplatin,SW620,3,2.2,13.5
Oxaliplatin,SW620,4,2.2,20.099999999999994
Oxaliplatin,SW620,5,2.2,24.700000000000003
Oxaliplatin,SW620,0,6.5,60.199999999999996
Oxaliplatin,SW620,1,6.5,62.5
Oxaliplatin,SW620,2,6.5,59.699999999999996
Oxaliplatin,SW620,3,6.5,62.6
Oxaliplatin,SW620,4,6.5,62.7
Oxaliplatin,SW620,5,6.5,67.0
Oxaliplatin,SW620,0,20.0,77.1
Oxaliplatin,SW620,1,20.0,75.2
Oxaliplatin,SW620,2,20.0,75.9
Oxaliplatin,SW620,3,20.0,79.2
Oxaliplatin,SW620,4,20.0,79.5
Oxaliplatin,SW620,5,20.0,80.5
Oxaliplatin,SW837,0,0.009000000000000001,0.29999999999999716
Oxaliplatin,SW837,1,0.009000000000000001,9.399999999999991
Oxaliplatin,SW837,2,0.009000000000000001,-34.69999999999999
Oxaliplatin,SW837,3,0.009000000000000001,9.700000000000003
Oxaliplatin,SW837,4,0.009000000000000001,18.299999999999997
Oxaliplatin,SW837,5,0.009000000000000001,-7.59999999999998
Oxaliplatin,SW837,0,0.027000000000000003,-6.800000000000011
Oxaliplatin,SW837,1,0.027000000000000003,-11.600000000000009
Oxaliplatin,SW837,2,0.027000000000000003,4.800000000000011
Oxaliplatin,SW837,3,0.027000000000000003,19.099999999999994
Oxaliplatin,SW837,4,0.027000000000000003,-19.0
Oxaliplatin,SW837,5,0.027000000000000003,-35.69999999999999
Oxaliplatin,SW837,0,0.08,6.799999999999997
Oxaliplatin,SW837,1,0.08,-8.0
Oxaliplatin,SW837,2,0.08,8.099999999999994
Oxaliplatin,SW837,3,0.08,29.900000000000006
Oxaliplatin,SW837,4,0.08,16.099999999999994
Oxaliplatin,SW837,5,0.08,-7.299999999999997
Oxaliplatin,SW837,0,0.24,8.799999999999997
Oxaliplatin,SW837,1,0.24,-2.8999999999999915
Oxaliplatin,SW837,2,0.24,10.299999999999997
Oxaliplatin,SW837,3,0.24,-11.700000000000003
Oxaliplatin,SW837,4,0.24,28.5
Oxaliplatin,SW837,5,0.24,-7.400000000000006
Oxaliplatin,SW837,0,0.7,-35.0
Oxaliplatin,SW837,1,0.7,-36.5
Oxaliplatin,SW837,2,0.7,10.700000000000003
Oxaliplatin,SW837,3,0.7,27.200000000000003
Oxaliplatin,SW837,4,0.7,19.599999999999994
Oxaliplatin,SW837,5,0.7,6.1000000000000085
Oxaliplatin,SW837,0,2.2,26.5
Oxaliplatin,SW837,1,2.2,13.299999999999997
Oxaliplatin,SW837,2,2.2,17.799999999999997
Oxaliplatin,SW837,3,2.2,27.099999999999994
Oxaliplatin,SW837,4,2.2,36.5
Oxaliplatin,SW837,5,2.2,10.099999999999994
Oxaliplatin,SW837,0,6.5,57.4
Oxaliplatin,SW837,1,6.5,58.0
Oxaliplatin,SW837,2,6.5,54.6
Oxaliplatin,SW837,3,6.5,59.1
Oxaliplatin,SW837,4,6.5,69.6
Oxaliplatin,SW837,5,6.5,64.7
Oxaliplatin,SW837,0,20.0,71.80000000000001
Oxaliplatin,SW837,1,20.0,68.5
Oxaliplatin,SW837,2,20.0,72.5
Oxaliplatin,SW837,3,20.0,63.7
Oxaliplatin,SW837,4,20.0,74.3
Oxaliplatin,SW837,5,20.0,62.9
Oxaliplatin,T47D,0,0.009000000000000001,13.5
Oxaliplatin,T47D,1,0.009000000000000001,30.900000000000006
Oxaliplatin,T47D,2,0.009000000000000001,2.1000000000000085
Oxaliplatin,T47D,3,0.009000000000000001,22.900000000000006
Oxaliplatin,T47D,4,0.009000000000000001,-43.69999999999999
Oxaliplatin,T47D,5,0.009000000000000001,20.099999999999994
Oxaliplatin,T47D,0,0.027000000000000003,10.700000000000003
Oxaliplatin,T47D,1,0.027000000000000003,19.5
Oxaliplatin,T47D,2,0.027000000000000003,-1.0
Oxaliplatin,T47D,3,0.027000000000000003,2.1000000000000085
Oxaliplatin,T47D,4,0.027000000000000003,-1.0999999999999943
Oxaliplatin,T47D,5,0.027000000000000003,-23.599999999999994
Oxaliplatin,T47D,0,0.08,13.900000000000006
Oxaliplatin,T47D,1,0.08,-18.0
Oxaliplatin,T47D,2,0.08,-29.69999999999999
Oxaliplatin,T47D,3,0.08,-2.299999999999997
Oxaliplatin,T47D,4,0.08,-20.39999999999999
Oxaliplatin,T47D,5,0.08,-8.400000000000006
Oxaliplatin,T47D,0,0.24,14.099999999999994
Oxaliplatin,T47D,1,0.24,-11.299999999999997
Oxaliplatin,T47D,2,0.24,4.6000000000000085
Oxaliplatin,T47D,3,0.24,-10.600000000000009
Oxaliplatin,T47D,4,0.24,-29.80000000000001
Oxaliplatin,T47D,5,0.24,-19.19999999999999
Oxaliplatin,T47D,0,0.7,-51.099999999999994
Oxaliplatin,T47D,1,0.7,-20.19999999999999
Oxaliplatin,T47D,2,0.7,-37.0
Oxaliplatin,T47D,3,0.7,-14.700000000000003
Oxaliplatin,T47D,4,0.7,-22.10000000000001
Oxaliplatin,T47D,5,0.7,4.400000000000006
Oxaliplatin,T47D,0,2.2,-20.5
Oxaliplatin,T47D,1,2.2,28.5
Oxaliplatin,T47D,2,2.2,-11.200000000000017
Oxaliplatin,T47D,3,2.2,41.6
Oxaliplatin,T47D,4,2.2,31.0
Oxaliplatin,T47D,5,2.2,12.400000000000006
Oxaliplatin,T47D,0,6.5,35.0
Oxaliplatin,T47D,1,6.5,32.8
Oxaliplatin,T47D,2,6.5,14.200000000000003
Oxaliplatin,T47D,3,6.5,32.400000000000006
Oxaliplatin,T47D,4,6.5,21.099999999999994
Oxaliplatin,T47D,5,6.5,27.700000000000003
Oxaliplatin,T47D,0,20.0,29.799999999999997
Oxaliplatin,T47D,1,20.0,51.6
Oxaliplatin,T47D,2,20.0,54.3
Oxaliplatin,T47D,3,20.0,58.800000000000004
Oxaliplatin,T47D,4,20.0,44.8
Oxaliplatin,T47D,5,20.0,52.1
Oxaliplatin,UACC62,0,0.009000000000000001,3.200000000000003
Oxaliplatin,UACC62,1,0.009000000000000001,16.099999999999994
Oxaliplatin,UACC62,2,0.009000000000000001,-10.900000000000006
Oxaliplatin,UACC62,3,0.009000000000000001,-8.0
Oxaliplatin,UACC62,4,0.009000000000000001,-4.099999999999994
Oxaliplatin,UACC62,5,0.009000000000000001,-8.099999999999994
Oxaliplatin,UACC62,0,0.027000000000000003,-5.200000000000003
Oxaliplatin,UACC62,1,0.027000000000000003,2.299999999999997
Oxaliplatin,UACC62,2,0.027000000000000003,-6.400000000000006
Oxaliplatin,UACC62,3,0.027000000000000003,-3.0
Oxaliplatin,UACC62,4,0.027000000000000003,9.399999999999991
Oxaliplatin,UACC62,5,0.027000000000000003,7.199999999999989
Oxaliplatin,UACC62,0,0.08,1.5
Oxaliplatin,UACC62,1,0.08,15.5
Oxaliplatin,UACC62,2,0.08,-8.600000000000009
Oxaliplatin,UACC62,3,0.08,-4.400000000000006
Oxaliplatin,UACC62,4,0.08,-12.200000000000017
Oxaliplatin,UACC62,5,0.08,-18.40000000000002
Oxaliplatin,UACC62,0,0.24,-2.299999999999997
Oxaliplatin,UACC62,1,0.24,1.5999999999999943
Oxaliplatin,UACC62,2,0.24,4.200000000000003
Oxaliplatin,UACC62,3,0.24,17.400000000000006
Oxaliplatin,UACC62,4,0.24,-0.29999999999998295
Oxaliplatin,UACC62,5,0.24,13.0
Oxaliplatin,UACC62,0,0.7,-6.699999999999989
Oxaliplatin,UACC62,1,0.7,-4.400000000000006
Oxaliplatin,UACC62,2,0.7,-9.200000000000003
Oxaliplatin,UACC62,3,0.7,-0.29999999999998295
Oxaliplatin,UACC62,4,0.7,13.200000000000003
Oxaliplatin,UACC62,5,0.7,19.0
Oxaliplatin,UACC62,0,2.2,22.200000000000003
Oxaliplatin,UACC62,1,2.2,21.099999999999994
Oxaliplatin,UACC62,2,2.2,15.299999999999997
Oxaliplatin,UACC62,3,2.2,27.599999999999994
Oxaliplatin,UACC62,4,2.2,34.400000000000006
Oxaliplatin,UACC62,5,2.2,34.0
Oxaliplatin,UACC62,0,6.5,43.8
Oxaliplatin,UACC62,1,6.5,47.699999999999996
Oxaliplatin,UACC62,2,6.5,39.6
Oxaliplatin,UACC62,3,6.5,44.99999999999999
Oxaliplatin,UACC62,4,6.5,49.9
Oxaliplatin,UACC62,5,6.5,43.00000000000001
Oxaliplatin,UACC62,0,20.0,49.3
Oxaliplatin,UACC62,1,20.0,61.4
Oxaliplatin,UACC62,2,20.0,54.5
Oxaliplatin,UACC62,3,20.0,60.4
Oxaliplatin,UACC62,4,20.0,66.3
Oxaliplatin,UACC62,5,20.0,59.2
Oxaliplatin,UWB1289,0,0.009000000000000001,5.1000000000000085
Oxaliplatin,UWB1289,1,0.009000000000000001,2.9000000000000057
Oxaliplatin,UWB1289,2,0.009000000000000001,1.0999999999999943
Oxaliplatin,UWB1289,3,0.009000000000000001,-2.0
Oxaliplatin,UWB1289,4,0.009000000000000001,1.2000000000000028
Oxaliplatin,UWB1289,5,0.009000000000000001,9.5
Oxaliplatin,UWB1289,0,0.027000000000000003,-4.90000000000002
Oxaliplatin,UWB1289,1,0.027000000000000003,-4.800000000000011
Oxaliplatin,UWB1289,2,0.027000000000000003,0.5999999999999943
Oxaliplatin,UWB1289,3,0.027000000000000003,-3.299999999999997
Oxaliplatin,UWB1289,4,0.027000000000000003,3.0
Oxaliplatin,UWB1289,5,0.027000000000000003,4.400000000000006
Oxaliplatin,UWB1289,0,0.08,-0.4999999999999858
Oxaliplatin,UWB1289,1,0.08,0.7000000000000028
Oxaliplatin,UWB1289,2,0.08,2.200000000000003
Oxaliplatin,UWB1289,3,0.08,2.5
Oxaliplatin,UWB1289,4,0.08,3.0
Oxaliplatin,UWB1289,5,0.08,5.200000000000003
Oxaliplatin,UWB1289,0,0.24,-7.59999999999998
Oxaliplatin,UWB1289,1,0.24,-7.200000000000003
Oxaliplatin,UWB1289,2,0.24,5.400000000000006
Oxaliplatin,UWB1289,3,0.24,9.200000000000003
Oxaliplatin,UWB1289,4,0.24,12.900000000000006
Oxaliplatin,UWB1289,5,0.24,6.599999999999994
Oxaliplatin,UWB1289,0,0.7,6.0
Oxaliplatin,UWB1289,1,0.7,2.0
Oxaliplatin,UWB1289,2,0.7,15.900000000000006
Oxaliplatin,UWB1289,3,0.7,14.099999999999994
Oxaliplatin,UWB1289,4,0.7,13.0
Oxaliplatin,UWB1289,5,0.7,10.900000000000006
Oxaliplatin,UWB1289,0,2.2,18.5
Oxaliplatin,UWB1289,1,2.2,28.5
Oxaliplatin,UWB1289,2,2.2,20.200000000000003
Oxaliplatin,UWB1289,3,2.2,28.200000000000003
Oxaliplatin,UWB1289,4,2.2,27.400000000000006
Oxaliplatin,UWB1289,5,2.2,21.099999999999994
Oxaliplatin,UWB1289,0,6.5,36.0
Oxaliplatin,UWB1289,1,6.5,48.699999999999996
Oxaliplatin,UWB1289,2,6.5,40.900000000000006
Oxaliplatin,UWB1289,3,6.5,49.6
Oxaliplatin,UWB1289,4,6.5,38.6
Oxaliplatin,UWB1289,5,6.5,47.099999999999994
Oxaliplatin,UWB1289,0,20.0,52.0
Oxaliplatin,UWB1289,1,20.0,58.300000000000004
Oxaliplatin,UWB1289,2,20.0,53.9
Oxaliplatin,UWB1289,3,20.0,64.3
Oxaliplatin,UWB1289,4,20.0,56.2
Oxaliplatin,UWB1289,5,20.0,58.7
Oxaliplatin,UWB1289BRCA1,0,0.009000000000000001,3.6000000000000085
Oxaliplatin,UWB1289BRCA1,1,0.009000000000000001,9.0
Oxaliplatin,UWB1289BRCA1,2,0.009000000000000001,2.9000000000000057
Oxaliplatin,UWB1289BRCA1,3,0.009000000000000001,-8.099999999999994
Oxaliplatin,UWB1289BRCA1,4,0.009000000000000001,-1.8999999999999915
Oxaliplatin,UWB1289BRCA1,5,0.009000000000000001,0.7999999999999972
Oxaliplatin,UWB1289BRCA1,0,0.027000000000000003,4.800000000000011
Oxaliplatin,UWB1289BRCA1,1,0.027000000000000003,0.0
Oxaliplatin,UWB1289BRCA1,2,0.027000000000000003,4.5
Oxaliplatin,UWB1289BRCA1,3,0.027000000000000003,-2.299999999999997
Oxaliplatin,UWB1289BRCA1,4,0.027000000000000003,4.5
Oxaliplatin,UWB1289BRCA1,5,0.027000000000000003,2.0
Oxaliplatin,UWB1289BRCA1,0,0.08,6.3999999999999915
Oxaliplatin,UWB1289BRCA1,1,0.08,5.400000000000006
Oxaliplatin,UWB1289BRCA1,2,0.08,-4.099999999999994
Oxaliplatin,UWB1289BRCA1,3,0.08,-7.099999999999994
Oxaliplatin,UWB1289BRCA1,4,0.08,8.899999999999991
Oxaliplatin,UWB1289BRCA1,5,0.08,-1.0
Oxaliplatin,UWB1289BRCA1,0,0.24,-9.800000000000011
Oxaliplatin,UWB1289BRCA1,1,0.24,-11.000000000000014
Oxaliplatin,UWB1289BRCA1,2,0.24,13.700000000000003
Oxaliplatin,UWB1289BRCA1,3,0.24,5.200000000000003
Oxaliplatin,UWB1289BRCA1,4,0.24,6.200000000000003
Oxaliplatin,UWB1289BRCA1,5,0.24,9.5
Oxaliplatin,UWB1289BRCA1,0,0.7,8.099999999999994
Oxaliplatin,UWB1289BRCA1,1,0.7,2.5
Oxaliplatin,UWB1289BRCA1,2,0.7,0.5999999999999943
Oxaliplatin,UWB1289BRCA1,3,0.7,7.699999999999989
Oxaliplatin,UWB1289BRCA1,4,0.7,7.3999999999999915
Oxaliplatin,UWB1289BRCA1,5,0.7,12.900000000000006
Oxaliplatin,UWB1289BRCA1,0,2.2,26.099999999999994
Oxaliplatin,UWB1289BRCA1,1,2.2,16.900000000000006
Oxaliplatin,UWB1289BRCA1,2,2.2,22.400000000000006
Oxaliplatin,UWB1289BRCA1,3,2.2,30.200000000000003
Oxaliplatin,UWB1289BRCA1,4,2.2,22.299999999999997
Oxaliplatin,UWB1289BRCA1,5,2.2,16.299999999999997
Oxaliplatin,UWB1289BRCA1,0,6.5,40.7
Oxaliplatin,UWB1289BRCA1,1,6.5,40.6
Oxaliplatin,UWB1289BRCA1,2,6.5,44.3
Oxaliplatin,UWB1289BRCA1,3,6.5,39.4
