Compound,Channel,Experiment,Dose,Response
Lapatinib,UWB1289BRCA1,5,0.19,0.888
Lapatinib,UWB1289BRCA1,0,0.55,0.873
Lapatinib,UWB1289BRCA1,1,0.55,0.892
Lapatinib,UWB1289BRCA1,2,0.55,0.82
Lapatinib,UWB1289BRCA1,3,0.55,0.7290000000000001
Lapatinib,UWB1289BRCA1,4,0.55,0.843
Lapatinib,UWB1289BRCA1,5,0.55,0.865
Lapatinib,UWB1289BRCA1,0,1.7,0.594
Lapatinib,UWB1289BRCA1,1,1.7,0.59
Lapatinib,UWB1289BRCA1,2,1.7,0.7070000000000001
Lapatinib,UWB1289BRCA1,3,1.7,0.635
Lapatinib,UWB1289BRCA1,4,1.7,0.64
Lapatinib,UWB1289BRCA1,5,1.7,0.637
Lapatinib,UWB1289BRCA1,0,5.0,0.375
Lapatinib,UWB1289BRCA1,1,5.0,0.40299999999999997
Lapatinib,UWB1289BRCA1,2,5.0,0.34
Lapatinib,UWB1289BRCA1,3,5.0,0.266
Lapatinib,UWB1289BRCA1,4,5.0,0.42700000000000005
Lapatinib,UWB1289BRCA1,5,5.0,0.425
Lapatinib,VCAP,0,0.0022,1.031
Lapatinib,VCAP,1,0.0022,0.764
Lapatinib,VCAP,2,0.0022,1.103
Lapatinib,VCAP,3,0.0022,1.0070000000000001
Lapatinib,VCAP,4,0.0022,0.985
Lapatinib,VCAP,5,0.0022,0.899
Lapatinib,VCAP,0,0.0065,1.147
Lapatinib,VCAP,1,0.0065,1.021
Lapatinib,VCAP,2,0.0065,1.234
Lapatinib,VCAP,3,0.0065,1.131
Lapatinib,VCAP,4,0.0065,1.043
Lapatinib,VCAP,5,0.0065,1.014
Lapatinib,VCAP,0,0.02,1.068
Lapatinib,VCAP,1,0.02,0.9840000000000001
Lapatinib,VCAP,2,0.02,1.222
Lapatinib,VCAP,3,0.02,1.1540000000000001
Lapatinib,VCAP,4,0.02,0.889
Lapatinib,VCAP,5,0.02,0.9520000000000001
Lapatinib,VCAP,0,0.06,1.261
Lapatinib,VCAP,1,0.06,1.032
Lapatinib,VCAP,2,0.06,1.031
Lapatinib,VCAP,3,0.06,1.023
Lapatinib,VCAP,4,0.06,1.002
Lapatinib,VCAP,5,0.06,0.98
Lapatinib,VCAP,0,0.19,1.034
Lapatinib,VCAP,1,0.19,0.93
Lapatinib,VCAP,2,0.19,1.064
Lapatinib,VCAP,3,0.19,0.852
Lapatinib,VCAP,4,0.19,0.972
Lapatinib,VCAP,5,0.19,0.915
Lapatinib,VCAP,0,0.55,1.065
Lapatinib,VCAP,1,0.55,0.95
Lapatinib,VCAP,2,0.55,0.953
Lapatinib,VCAP,3,0.55,0.875
Lapatinib,VCAP,4,0.55,0.997
Lapatinib,VCAP,5,0.55,0.873
Lapatinib,VCAP,0,1.7,0.982
Lapatinib,VCAP,1,1.7,0.98
Lapatinib,VCAP,2,1.7,1.05
Lapatinib,VCAP,3,1.7,0.9440000000000001
Lapatinib,VCAP,4,1.7,0.996
Lapatinib,VCAP,5,1.7,0.925
Lapatinib,VCAP,0,5.0,0.97
Lapatinib,VCAP,1,5.0,0.9209999999999999
Lapatinib,VCAP,2,5.0,0.892
Lapatinib,VCAP,3,5.0,0.725
Lapatinib,VCAP,4,5.0,0.9059999999999999
Lapatinib,VCAP,5,5.0,0.765
Lapatinib,ZR751,0,0.0022,0.87
Lapatinib,ZR751,1,0.0022,0.546
Lapatinib,ZR751,2,0.0022,1.067
Lapatinib,ZR751,3,0.0022,0.818
Lapatinib,ZR751,4,0.0022,0.941
Lapatinib,ZR751,5,0.0022,0.87
Lapatinib,ZR751,0,0.0065,0.581
Lapatinib,ZR751,1,0.0065,0.857
Lapatinib,ZR751,2,0.0065,0.987
Lapatinib,ZR751,3,0.0065,0.89
Lapatinib,ZR751,4,0.0065,0.828
Lapatinib,ZR751,5,0.0065,1.03
Lapatinib,ZR751,0,0.02,0.713
Lapatinib,ZR751,1,0.02,0.846
Lapatinib,ZR751,2,0.02,0.718
Lapatinib,ZR751,3,0.02,1.001
Lapatinib,ZR751,4,0.02,1.0090000000000001
Lapatinib,ZR751,5,0.02,0.823
Lapatinib,ZR751,0,0.06,0.815
Lapatinib,ZR751,1,0.06,0.743
Lapatinib,ZR751,2,0.06,0.754
Lapatinib,ZR751,3,0.06,0.9129999999999999
Lapatinib,ZR751,4,0.06,0.8809999999999999
Lapatinib,ZR751,5,0.06,0.88
Lapatinib,ZR751,0,0.19,0.882
Lapatinib,ZR751,1,0.19,0.7070000000000001
Lapatinib,ZR751,2,0.19,0.733
Lapatinib,ZR751,3,0.19,0.738
Lapatinib,ZR751,4,0.19,0.674
Lapatinib,ZR751,5,0.19,0.662
Lapatinib,ZR751,0,0.55,0.8170000000000001
Lapatinib,ZR751,1,0.55,0.652
Lapatinib,ZR751,2,0.55,0.882
Lapatinib,ZR751,3,0.55,0.6509999999999999
Lapatinib,ZR751,4,0.55,0.847
Lapatinib,ZR751,5,0.55,0.818
Lapatinib,ZR751,0,1.7,0.741
Lapatinib,ZR751,1,1.7,0.7120000000000001
Lapatinib,ZR751,2,1.7,0.09
Lapatinib,ZR751,3,1.7,0.6409999999999999
Lapatinib,ZR751,4,1.7,0.802
Lapatinib,ZR751,5,1.7,0.899
Lapatinib,ZR751,0,5.0,0.6609999999999999
Lapatinib,ZR751,1,5.0,0.625
Lapatinib,ZR751,2,5.0,0.654
Lapatinib,ZR751,3,5.0,0.5670000000000001
Lapatinib,ZR751,4,5.0,0.59
Lapatinib,ZR751,5,5.0,0.5710000000000001
Metformin,A2058,0,0.12,0.054000000000000006
Metformin,A2058,1,0.12,0.155
Metformin,A2058,2,0.12,1.018
Metformin,A2058,3,0.12,1.141
Metformin,A2058,4,0.12,1.023
Metformin,A2058,5,0.12,1.14
Metformin,A2058,0,0.35,0.968
Metformin,A2058,1,0.35,1.0759999999999998
Metformin,A2058,2,0.35,1.04
Metformin,A2058,3,0.35,1.0959999999999999
Metformin,A2058,4,0.35,1.034
Metformin,A2058,5,0.35,1.189
Metformin,A2058,0,1.1,0.076
Metformin,A2058,1,1.1,0.049
Metformin,A2058,2,1.1,0.96
Metformin,A2058,3,1.1,1.162
Metformin,A2058,4,1.1,1.035
Metformin,A2058,5,1.1,1.1520000000000001
Metformin,A2058,0,3.2,0.9670000000000001
Metformin,A2058,1,3.2,1.082
Metformin,A2058,2,3.2,1.133
Metformin,A2058,3,3.2,1.104
Metformin,A2058,4,3.2,1.0270000000000001
Metformin,A2058,5,3.2,1.145
Metformin,A2058,0,9.5,0.996
Metformin,A2058,1,9.5,1.133
Metformin,A2058,2,9.5,1.0290000000000001
Metformin,A2058,3,9.5,1.1640000000000001
Metformin,A2058,4,9.5,0.958
Metformin,A2058,5,9.5,1.095
Metformin,A2058,0,29.0,1.046
Metformin,A2058,1,29.0,1.17
Metformin,A2058,2,29.0,0.971
Metformin,A2058,3,29.0,1.071
Metformin,A2058,4,29.0,0.9740000000000001
Metformin,A2058,5,29.0,1.095
Metformin,A2058,0,85.0,0.9470000000000001
Metformin,A2058,1,85.0,1.092
Metformin,A2058,2,85.0,1.0859999999999999
Metformin,A2058,3,85.0,1.222
Metformin,A2058,4,85.0,0.946
Metformin,A2058,5,85.0,0.99
Metformin,A2058,0,250.0,0.938
Metformin,A2058,1,250.0,1.082
Metformin,A2058,2,250.0,0.993
Metformin,A2058,3,250.0,1.043
Metformin,A2058,4,250.0,0.956
Metformin,A2058,5,250.0,1.0390000000000001
Metformin,A2780,0,0.12,0.008
Metformin,A2780,1,0.12,0.9229999999999999
Metformin,A2780,2,0.12,1.0290000000000001
Metformin,A2780,3,0.12,1.045
Metformin,A2780,4,0.12,1.041
Metformin,A2780,5,0.12,1.088
Metformin,A2780,0,0.35,1.0
Metformin,A2780,1,0.35,0.966
Metformin,A2780,2,0.35,1.058
Metformin,A2780,3,0.35,1.015
Metformin,A2780,4,0.35,1.046
Metformin,A2780,5,0.35,0.9940000000000001
Metformin,A2780,0,1.1,0.013000000000000001
Metformin,A2780,1,1.1,0.9890000000000001
Metformin,A2780,2,1.1,0.997
Metformin,A2780,3,1.1,1.024
Metformin,A2780,4,1.1,1.037
Metformin,A2780,5,1.1,1.062
Metformin,A2780,0,3.2,1.042
Metformin,A2780,1,3.2,0.988
Metformin,A2780,2,3.2,1.014
Metformin,A2780,3,3.2,1.026
Metformin,A2780,4,3.2,0.9670000000000001
Metformin,A2780,5,3.2,0.922
Metformin,A2780,0,9.5,0.9390000000000001
Metformin,A2780,1,9.5,1.037
Metformin,A2780,2,9.5,1.014
Metformin,A2780,3,9.5,0.978
Metformin,A2780,4,9.5,0.998
Metformin,A2780,5,9.5,0.97
Metformin,A2780,0,29.0,1.088
Metformin,A2780,1,29.0,0.995
Metformin,A2780,2,29.0,1.011
Metformin,A2780,3,29.0,0.9309999999999999
Metformin,A2780,4,29.0,0.955
Metformin,A2780,5,29.0,0.95
Metformin,A2780,0,85.0,0.9129999999999999
Metformin,A2780,1,85.0,0.9490000000000001
Metformin,A2780,2,85.0,1.064
Metformin,A2780,3,85.0,1.097
Metformin,A2780,4,85.0,0.9490000000000001
Metformin,A2780,5,85.0,0.8809999999999999
Metformin,A2780,0,250.0,0.925
Metformin,A2780,1,250.0,0.9159999999999999
Metformin,A2780,2,250.0,0.972
Metformin,A2780,3,250.0,0.946
Metformin,A2780,4,250.0,0.95
Metformin,A2780,5,250.0,0.914
Metformin,A375,0,0.12,0.9009999999999999
Metformin,A375,1,0.12,0.823
Metformin,A375,2,0.12,1.048
Metformin,A375,3,0.12,1.023
Metformin,A375,4,0.12,1.197
Metformin,A375,5,0.12,1.193
Metformin,A375,0,0.35,0.983
Metformin,A375,1,0.35,0.7959999999999999
Metformin,A375,2,0.35,1.021
Metformin,A375,3,0.35,1.004
Metformin,A375,4,0.35,1.031
Metformin,A375,5,0.35,1.084
Metformin,A375,0,1.1,0.87
Metformin,A375,1,1.1,0.848
Metformin,A375,2,1.1,1.051
Metformin,A375,3,1.1,1.0190000000000001
Metformin,A375,4,1.1,1.18
Metformin,A375,5,1.1,1.189
Metformin,A375,0,3.2,1.016
Metformin,A375,1,3.2,0.8220000000000001
Metformin,A375,2,3.2,1.097
Metformin,A375,3,3.2,1.02
Metformin,A375,4,3.2,1.04
Metformin,A375,5,3.2,1.042
Metformin,A375,0,9.5,1.067
Metformin,A375,1,9.5,1.0759999999999998
Metformin,A375,2,9.5,1.056
Metformin,A375,3,9.5,1.01
Metformin,A375,4,9.5,0.9059999999999999
Metformin,A375,5,9.5,0.9229999999999999
Metformin,A375,0,29.0,1.0859999999999999
Metformin,A375,1,29.0,1.102
Metformin,A375,2,29.0,0.884
Metformin,A375,3,29.0,0.848
Metformin,A375,4,29.0,1.028
Metformin,A375,5,29.0,1.015
Metformin,A375,0,85.0,1.0759999999999998
Metformin,A375,1,85.0,1.068
Metformin,A375,2,85.0,1.0759999999999998
Metformin,A375,3,85.0,0.932
Metformin,A375,4,85.0,0.94
Metformin,A375,5,85.0,0.9359999999999999
Metformin,A375,0,250.0,1.0979999999999999
Metformin,A375,1,250.0,1.079
Metformin,A375,2,250.0,0.8340000000000001
Metformin,A375,3,250.0,0.773
Metformin,A375,4,250.0,1.006
Metformin,A375,5,250.0,0.98
Metformin,A427,0,0.12,1.033
Metformin,A427,1,0.12,1.034
Metformin,A427,2,0.12,1.026
Metformin,A427,0,0.35,0.9590000000000001
Metformin,A427,1,0.35,0.914
Metformin,A427,2,0.35,1.01
Metformin,A427,0,1.1,1.084
Metformin,A427,1,1.1,0.84
Metformin,A427,2,1.1,0.892
Metformin,A427,0,3.2,0.885
Metformin,A427,1,3.2,0.9079999999999999
Metformin,A427,2,3.2,1.147
Metformin,A427,0,9.5,0.857
Metformin,A427,1,9.5,1.069
Metformin,A427,2,9.5,0.87
Metformin,A427,0,29.0,1.087
Metformin,A427,1,29.0,0.708
Metformin,A427,2,29.0,1.02
Metformin,A427,0,85.0,0.975
Metformin,A427,1,85.0,0.853
Metformin,A427,2,85.0,0.809
Metformin,A427,0,250.0,0.866
Metformin,A427,1,250.0,0.8370000000000001
Metformin,A427,2,250.0,0.9309999999999999
Metformin,CAOV3,0,0.12,1.038
Metformin,CAOV3,1,0.12,1.058
Metformin,CAOV3,2,0.12,1.133
Metformin,CAOV3,3,0.12,0.929
Metformin,CAOV3,4,0.12,1.002
Metformin,CAOV3,5,0.12,1.05
Metformin,CAOV3,0,0.35,1.115
Metformin,CAOV3,1,0.35,1.0979999999999999
Metformin,CAOV3,2,0.35,1.17
Metformin,CAOV3,3,0.35,1.239
Metformin,CAOV3,4,0.35,1.158
Metformin,CAOV3,5,0.35,1.192
Metformin,CAOV3,0,1.1,1.056
Metformin,CAOV3,1,1.1,1.102
Metformin,CAOV3,2,1.1,1.088
Metformin,CAOV3,3,1.1,1.204
Metformin,CAOV3,4,1.1,1.05
Metformin,CAOV3,5,1.1,0.9390000000000001
Metformin,CAOV3,0,3.2,1.2109999999999999
Metformin,CAOV3,1,3.2,0.938
Metformin,CAOV3,2,3.2,1.166
Metformin,CAOV3,3,3.2,1.025
Metformin,CAOV3,4,3.2,1.061
Metformin,CAOV3,5,3.2,1.056
Metformin,CAOV3,0,9.5,1.22
Metformin,CAOV3,1,9.5,0.96
Metformin,CAOV3,2,9.5,1.133
Metformin,CAOV3,3,9.5,1.026
Metformin,CAOV3,4,9.5,1.148
Metformin,CAOV3,5,9.5,1.032
Metformin,CAOV3,0,29.0,1.14
Metformin,CAOV3,1,29.0,0.997
Metformin,CAOV3,2,29.0,1.1079999999999999
Metformin,CAOV3,3,29.0,0.816
Metformin,CAOV3,4,29.0,0.941
Metformin,CAOV3,5,29.0,0.9740000000000001
Metformin,CAOV3,0,85.0,0.9790000000000001
Metformin,CAOV3,1,85.0,1.025
Metformin,CAOV3,2,85.0,1.104
Metformin,CAOV3,3,85.0,1.053
Metformin,CAOV3,4,85.0,1.022
Metformin,CAOV3,5,85.0,0.841
Metformin,CAOV3,0,250.0,1.073
Metformin,CAOV3,1,250.0,0.831
Metformin,CAOV3,2,250.0,0.892
Metformin,CAOV3,3,250.0,0.8290000000000001
Metformin,CAOV3,4,250.0,0.9840000000000001
Metformin,CAOV3,5,250.0,1.032
Metformin,COLO320DM,0,0.12,1.043
Metformin,COLO320DM,1,0.12,1.016
Metformin,COLO320DM,2,0.12,1.051
Metformin,COLO320DM,3,0.12,0.941
Metformin,COLO320DM,4,0.12,1.204
Metformin,COLO320DM,5,0.12,0.9229999999999999
Metformin,COLO320DM,0,0.35,0.915
Metformin,COLO320DM,1,0.35,0.889
Metformin,COLO320DM,2,0.35,1.077
Metformin,COLO320DM,3,0.35,0.987
Metformin,COLO320DM,4,0.35,1.145
Metformin,COLO320DM,5,0.35,1.189
Metformin,COLO320DM,0,1.1,0.927
Metformin,COLO320DM,1,1.1,0.972
Metformin,COLO320DM,2,1.1,1.04
Metformin,COLO320DM,3,1.1,0.9
Metformin,COLO320DM,4,1.1,0.88
Metformin,COLO320DM,5,1.1,0.8809999999999999
Metformin,COLO320DM,0,3.2,0.982
Metformin,COLO320DM,1,3.2,1.0659999999999998
Metformin,COLO320DM,2,3.2,1.103
Metformin,COLO320DM,3,3.2,1.105
Metformin,COLO320DM,4,3.2,1.083
Metformin,COLO320DM,5,3.2,1.148
Metformin,COLO320DM,0,9.5,1.101
Metformin,COLO320DM,1,9.5,1.081
Metformin,COLO320DM,2,9.5,1.093
Metformin,COLO320DM,3,9.5,1.071
Metformin,COLO320DM,4,9.5,0.956
Metformin,COLO320DM,5,9.5,1.072
Metformin,COLO320DM,0,29.0,1.11
Metformin,COLO320DM,1,29.0,1.0590000000000002
Metformin,COLO320DM,2,29.0,0.9520000000000001
Metformin,COLO320DM,3,29.0,0.9590000000000001
Metformin,COLO320DM,4,29.0,1.0979999999999999
Metformin,COLO320DM,5,29.0,0.995
Metformin,COLO320DM,0,85.0,1.024
Metformin,COLO320DM,1,85.0,0.988
Metformin,COLO320DM,2,85.0,1.003
Metformin,COLO320DM,3,85.0,1.055
Metformin,COLO320DM,4,85.0,0.9790000000000001
Metformin,COLO320DM,5,85.0,0.9790000000000001
Metformin,COLO320DM,0,250.0,0.9309999999999999
Metformin,COLO320DM,1,250.0,0.96
Metformin,COLO320DM,2,250.0,0.9540000000000001
Metformin,COLO320DM,3,250.0,0.977
Metformin,COLO320DM,4,250.0,1.089
Metformin,COLO320DM,5,250.0,0.9209999999999999
Metformin,DLD1,0,0.12,0.82
Metformin,DLD1,1,0.12,0.925
Metformin,DLD1,2,0.12,0.805
Metformin,DLD1,3,0.12,0.94
Metformin,DLD1,4,0.12,1.047
Metformin,DLD1,5,0.12,0.966
Metformin,DLD1,0,0.35,1.112
Metformin,DLD1,1,0.35,1.079
Metformin,DLD1,2,0.35,1.081
Metformin,DLD1,3,0.35,1.063
Metformin,DLD1,4,0.35,1.092
Metformin,DLD1,5,0.35,1.178
Metformin,DLD1,0,1.1,0.902
Metformin,DLD1,1,1.1,0.95
Metformin,DLD1,2,1.1,1.05
Metformin,DLD1,3,1.1,1.082
Metformin,DLD1,4,1.1,1.011
Metformin,DLD1,5,1.1,0.825
Metformin,DLD1,0,3.2,1.054
Metformin,DLD1,1,3.2,1.01
Metformin,DLD1,2,3.2,1.085
Metformin,DLD1,3,3.2,1.054
Metformin,DLD1,4,3.2,0.955
Metformin,DLD1,5,3.2,0.982
Metformin,DLD1,0,9.5,1.1059999999999999
Metformin,DLD1,1,9.5,1.0490000000000002
Metformin,DLD1,2,9.5,1.093
Metformin,DLD1,3,9.5,1.075
Metformin,DLD1,4,9.5,1.04
Metformin,DLD1,5,9.5,0.97
Metformin,DLD1,0,29.0,1.056
Metformin,DLD1,1,29.0,1.173
Metformin,DLD1,2,29.0,0.9440000000000001
Metformin,DLD1,3,29.0,0.993
Metformin,DLD1,4,29.0,1.085
Metformin,DLD1,5,29.0,0.9670000000000001
Metformin,DLD1,0,85.0,1.067
Metformin,DLD1,1,85.0,1.057
Metformin,DLD1,2,85.0,1.087
Metformin,DLD1,3,85.0,1.024
Metformin,DLD1,4,85.0,0.9990000000000001
Metformin,DLD1,5,85.0,1.012
Metformin,DLD1,0,250.0,1.022
Metformin,DLD1,1,250.0,0.958
Metformin,DLD1,2,250.0,0.897
Metformin,DLD1,3,250.0,0.907
Metformin,DLD1,4,250.0,0.9590000000000001
Metformin,DLD1,5,250.0,1.002
Metformin,EFM192B,0,0.12,0.768
Metformin,EFM192B,1,0.12,0.941
Metformin,EFM192B,2,0.12,1.023
Metformin,EFM192B,3,0.12,1.084
Metformin,EFM192B,4,0.12,0.9670000000000001
Metformin,EFM192B,5,0.12,0.9570000000000001
Metformin,EFM192B,0,0.35,1.0859999999999999
Metformin,EFM192B,1,0.35,0.95
Metformin,EFM192B,2,0.35,1.122
Metformin,EFM192B,3,0.35,0.998
Metformin,EFM192B,4,0.35,1.0659999999999998
Metformin,EFM192B,5,0.35,1.065
Metformin,EFM192B,0,1.1,0.784
Metformin,EFM192B,1,1.1,0.9440000000000001
Metformin,EFM192B,2,1.1,0.9329999999999999
Metformin,EFM192B,3,1.1,0.9990000000000001
Metformin,EFM192B,4,1.1,1.038
Metformin,EFM192B,5,1.1,1.061
Metformin,EFM192B,0,3.2,1.031
Metformin,EFM192B,1,3.2,0.938
Metformin,EFM192B,2,3.2,1.1
Metformin,EFM192B,3,3.2,1.1320000000000001
Metformin,EFM192B,4,3.2,1.068
Metformin,EFM192B,5,3.2,1.205
Metformin,EFM192B,0,9.5,1.057
Metformin,EFM192B,1,9.5,1.125
Metformin,EFM192B,2,9.5,1.055
Metformin,EFM192B,3,9.5,1.077
Metformin,EFM192B,4,9.5,0.98
Metformin,EFM192B,5,9.5,0.885
Metformin,EFM192B,0,29.0,1.1520000000000001
Metformin,EFM192B,1,29.0,0.9790000000000001
Metformin,EFM192B,2,29.0,0.9570000000000001
Metformin,EFM192B,3,29.0,1.0759999999999998
Metformin,EFM192B,4,29.0,0.799
Metformin,EFM192B,5,29.0,0.914
Metformin,EFM192B,0,85.0,1.062
Metformin,EFM192B,1,85.0,1.025
Metformin,EFM192B,2,85.0,0.9740000000000001
Metformin,EFM192B,3,85.0,1.093
Metformin,EFM192B,4,85.0,0.93
Metformin,EFM192B,5,85.0,0.8440000000000001
Metformin,EFM192B,0,250.0,0.98
Metformin,EFM192B,1,250.0,0.997
Metformin,EFM192B,2,250.0,0.9009999999999999
Metformin,EFM192B,3,250.0,0.978
Metformin,EFM192B,4,250.0,0.8859999999999999
Metformin,EFM192B,5,250.0,0.943
Metformin,ES2,0,0.12,1.016
Metformin,ES2,1,0.12,0.995
Metformin,ES2,2,0.12,1.1059999999999999
Metformin,ES2,3,0.12,1.078
Metformin,ES2,4,0.12,1.105
Metformin,ES2,5,0.12,1.073
Metformin,ES2,0,0.35,0.99
Metformin,ES2,1,0.35,1.037
Metformin,ES2,2,0.35,0.997
Metformin,ES2,3,0.35,1.0070000000000001
Metformin,ES2,4,0.35,1.044
Metformin,ES2,5,0.35,1.105
Metformin,ES2,0,1.1,0.898
Metformin,ES2,1,1.1,0.9
Metformin,ES2,2,1.1,1.053
Metformin,ES2,3,1.1,1.025
Metformin,ES2,4,1.1,1.153
Metformin,ES2,5,1.1,1.242
Metformin,ES2,0,3.2,1.101
Metformin,ES2,1,3.2,1.011
Metformin,ES2,2,3.2,1.11
Metformin,ES2,3,3.2,1.018
Metformin,ES2,4,3.2,1.105
Metformin,ES2,5,3.2,1.014
Metformin,ES2,0,9.5,1.004
Metformin,ES2,1,9.5,1.044
Metformin,ES2,2,9.5,1.0290000000000001
Metformin,ES2,3,9.5,1.068
Metformin,ES2,4,9.5,1.048
Metformin,ES2,5,9.5,1.037
Metformin,ES2,0,29.0,1.051
Metformin,ES2,1,29.0,1.052
Metformin,ES2,2,29.0,0.77
Metformin,ES2,3,29.0,0.784
Metformin,ES2,4,29.0,1.048
Metformin,ES2,5,29.0,0.968
Metformin,ES2,0,85.0,1.06
Metformin,ES2,1,85.0,1.054
Metformin,ES2,2,85.0,1.011
Metformin,ES2,3,85.0,1.026
Metformin,ES2,4,85.0,0.9420000000000001
Metformin,ES2,5,85.0,1.012
Metformin,ES2,0,250.0,0.978
Metformin,ES2,1,250.0,1.018
Metformin,ES2,2,250.0,0.6940000000000001
Metformin,ES2,3,250.0,0.685
Metformin,ES2,4,250.0,0.878
Metformin,ES2,5,250.0,0.856
Metformin,HCT116,0,0.12,0.919
Metformin,HCT116,1,0.12,0.782
Metformin,HCT116,2,0.12,1.018
Metformin,HCT116,3,0.12,0.9940000000000001
Metformin,HCT116,4,0.12,0.961
Metformin,HCT116,5,0.12,1.197
Metformin,HCT116,0,0.35,0.9390000000000001
Metformin,HCT116,1,0.35,0.9690000000000001
Metformin,HCT116,2,0.35,0.9990000000000001
Metformin,HCT116,3,0.35,1.045
Metformin,HCT116,4,0.35,0.986
Metformin,HCT116,5,0.35,0.9309999999999999
Metformin,HCT116,0,1.1,0.946
Metformin,HCT116,1,1.1,0.8590000000000001
Metformin,HCT116,2,1.1,0.9790000000000001
Metformin,HCT116,3,1.1,0.987
Metformin,HCT116,4,1.1,0.9940000000000001
Metformin,HCT116,5,1.1,1.0170000000000001
Metformin,HCT116,0,3.2,0.9540000000000001
Metformin,HCT116,1,3.2,0.935
Metformin,HCT116,2,3.2,0.9670000000000001
Metformin,HCT116,3,3.2,1.075
Metformin,HCT116,4,3.2,0.935
Metformin,HCT116,5,3.2,0.966
Metformin,HCT116,0,9.5,1.012
Metformin,HCT116,1,9.5,1.006
Metformin,HCT116,2,9.5,1.054
Metformin,HCT116,3,9.5,0.9740000000000001
Metformin,HCT116,4,9.5,0.857
Metformin,HCT116,5,9.5,0.919
Metformin,HCT116,0,29.0,1.024
Metformin,HCT116,1,29.0,0.972
Metformin,HCT116,2,29.0,0.963
Metformin,HCT116,3,29.0,0.912
Metformin,HCT116,4,29.0,1.035
Metformin,HCT116,5,29.0,1.0290000000000001
Metformin,HCT116,0,85.0,0.998
Metformin,HCT116,1,85.0,0.997
Metformin,HCT116,2,85.0,1.067
Metformin,HCT116,3,85.0,1.001
Metformin,HCT116,4,85.0,0.904
Metformin,HCT116,5,85.0,0.9109999999999999
Metformin,HCT116,0,250.0,1.0070000000000001
Metformin,HCT116,1,250.0,1.013
Metformin,HCT116,2,250.0,0.971
Metformin,HCT116,3,250.0,0.99
Metformin,HCT116,4,250.0,0.996
Metformin,HCT116,5,250.0,1.01
Metformin,HT144,0,0.12,0.945
Metformin,HT144,1,0.12,0.9259999999999999
Metformin,HT144,2,0.12,1.101
Metformin,HT144,3,0.12,1.047
Metformin,HT144,4,0.12,1.091
Metformin,HT144,5,0.12,1.006
Metformin,HT144,0,0.35,1.067
Metformin,HT144,1,0.35,1.006
Metformin,HT144,2,0.35,1.04
Metformin,HT144,3,0.35,1.0290000000000001
Metformin,HT144,4,0.35,1.085
Metformin,HT144,5,0.35,1.081
Metformin,HT144,0,1.1,0.951
Metformin,HT144,1,1.1,0.9840000000000001
Metformin,HT144,2,1.1,1.015
Metformin,HT144,3,1.1,1.0759999999999998
Metformin,HT144,4,1.1,1.041
Metformin,HT144,5,1.1,0.965
Metformin,HT144,0,3.2,1.0390000000000001
Metformin,HT144,1,3.2,1.0490000000000002
Metformin,HT144,2,3.2,1.026
Metformin,HT144,3,3.2,1.0390000000000001
Metformin,HT144,4,3.2,0.993
Metformin,HT144,5,3.2,1.052
Metformin,HT144,0,9.5,1.069
Metformin,HT144,1,9.5,1.087
Metformin,HT144,2,9.5,1.006
Metformin,HT144,3,9.5,1.001
Metformin,HT144,4,9.5,1.03
Metformin,HT144,5,9.5,0.887
Metformin,HT144,0,29.0,1.012
Metformin,HT144,1,29.0,1.061
Metformin,HT144,2,29.0,0.895
Metformin,HT144,3,29.0,0.9
Metformin,HT144,4,29.0,0.983
Metformin,HT144,5,29.0,0.965
Metformin,HT144,0,85.0,1.052
Metformin,HT144,1,85.0,0.997
Metformin,HT144,2,85.0,0.986
Metformin,HT144,3,85.0,1.268
Metformin,HT144,4,85.0,0.9209999999999999
Metformin,HT144,5,85.0,0.857
Metformin,HT144,0,250.0,1.051
Metformin,HT144,1,250.0,1.028
Metformin,HT144,2,250.0,0.7909999999999999
Metformin,HT144,3,250.0,0.8170000000000001
Metformin,HT144,4,250.0,0.919
Metformin,HT144,5,250.0,0.912
Metformin,HT29,0,0.12,0.871
Metformin,HT29,1,0.12,0.902
Metformin,HT29,2,0.12,1.107
Metformin,HT29,3,0.12,1.173
Metformin,HT29,4,0.12,1.046
Metformin,HT29,5,0.12,1.105
Metformin,HT29,0,0.35,1.0859999999999999
Metformin,HT29,1,0.35,1.1079999999999999
Metformin,HT29,2,0.35,1.077
Metformin,HT29,3,0.35,0.978
Metformin,HT29,4,0.35,1.051
Metformin,HT29,5,0.35,1.186
Metformin,HT29,0,1.1,0.883
Metformin,HT29,1,1.1,0.961
Metformin,HT29,2,1.1,0.982
Metformin,HT29,3,1.1,1.023
Metformin,HT29,4,1.1,0.986
Metformin,HT29,5,1.1,0.96
Metformin,HT29,0,3.2,1.053
Metformin,HT29,1,3.2,1.067
Metformin,HT29,2,3.2,0.934
Metformin,HT29,3,3.2,1.13
Metformin,HT29,4,3.2,1.0290000000000001
Metformin,HT29,5,3.2,1.1320000000000001
Metformin,HT29,0,9.5,0.912
Metformin,HT29,1,9.5,1.072
Metformin,HT29,2,9.5,1.042
Metformin,HT29,3,9.5,1.056
Metformin,HT29,4,9.5,0.907
Metformin,HT29,5,9.5,1.054
Metformin,HT29,0,29.0,0.9990000000000001
Metformin,HT29,1,29.0,1.078
Metformin,HT29,2,29.0,0.8190000000000001
Metformin,HT29,3,29.0,1.0170000000000001
