Name,drug_a_name,drug_b_name,cell_line,synergy,fold,cl_fold,drug_fold,new_drug_fold,random_fold,cluster
CYCLOPHOSPHAMIDE_BORTEZOMIB_MSTO,CYCLOPHOSPHAMIDE,BORTEZOMIB,MSTO,13.95451539,0.0,4,3.0,0.0,3.0,0
CYCLOPHOSPHAMIDE_DASATINIB_MSTO,CYCLOPHOSPHAMIDE,DASATINIB,MSTO,-16.99645444,1.0,4,3.0,0.0,4.0,0
CYCLOPHOSPHAMIDE_DINACICLIB_MSTO,CYCLOPHOSPHAMIDE,DINACICLIB,MSTO,20.77980249,1.0,4,3.0,0.0,2.0,0
CYCLOPHOSPHAMIDE_ERLOTINIB_MSTO,CYCLOPHOSPHAMIDE,ERLOTINIB,MSTO,-11.81036447,0.0,4,3.0,0.0,2.0,0
CYCLOPHOSPHAMIDE_GELDANAMYCIN_MSTO,CYCLOPHOSPHAMIDE,GELDANAMYCIN,MSTO,-19.45589953,0.0,4,3.0,0.0,3.0,0
CYCLOPHOSPHAMIDE_L778123_MSTO,CYCLOPHOSPHAMIDE,L778123,MSTO,0.970674747,3.0,4,3.0,0.0,0.0,0
CYCLOPHOSPHAMIDE_LAPATINIB_MSTO,CYCLOPHOSPHAMIDE,LAPATINIB,MSTO,-14.86962351,4.0,4,3.0,0.0,1.0,0
CYCLOPHOSPHAMIDE_MK-2206_MSTO,CYCLOPHOSPHAMIDE,MK-2206,MSTO,11.88256454,4.0,4,3.0,0.0,0.0,0
CYCLOPHOSPHAMIDE_MK-4827_MSTO,CYCLOPHOSPHAMIDE,MK-4827,MSTO,-6.419720062000001,3.0,4,3.0,0.0,4.0,0
CYCLOPHOSPHAMIDE_MK-5108_MSTO,CYCLOPHOSPHAMIDE,MK-5108,MSTO,6.675669022,3.0,4,3.0,0.0,2.0,0
CYCLOPHOSPHAMIDE_MK-8669_MSTO,CYCLOPHOSPHAMIDE,MK-8669,MSTO,9.842627829,2.0,4,3.0,0.0,3.0,0
CYCLOPHOSPHAMIDE_MK-8776_MSTO,CYCLOPHOSPHAMIDE,MK-8776,MSTO,-17.29457907,4.0,4,3.0,0.0,0.0,0
CYCLOPHOSPHAMIDE_PD325901_MSTO,CYCLOPHOSPHAMIDE,PD325901,MSTO,-14.17603986,0.0,4,3.0,0.0,0.0,0
CYCLOPHOSPHAMIDE_SORAFENIB_MSTO,CYCLOPHOSPHAMIDE,SORAFENIB,MSTO,-10.82105449,1.0,4,3.0,0.0,3.0,0
CYCLOPHOSPHAMIDE_SUNITINIB_MSTO,CYCLOPHOSPHAMIDE,SUNITINIB,MSTO,0.041124395,2.0,4,3.0,0.0,3.0,0
CYCLOPHOSPHAMIDE_ZOLINZA_MSTO,CYCLOPHOSPHAMIDE,ZOLINZA,MSTO,10.37273617,3.0,4,3.0,0.0,1.0,0
DASATINIB_ABT-888_MSTO,DASATINIB,ABT-888,MSTO,95.96490103,0.0,4,3.0,1.0,4.0,0
DASATINIB_BEZ-235_MSTO,DASATINIB,BEZ-235,MSTO,65.61774831,4.0,4,3.0,1.0,0.0,0
DASATINIB_DINACICLIB_MSTO,DASATINIB,DINACICLIB,MSTO,57.13086584,2.0,4,3.0,1.0,2.0,0
DASATINIB_GELDANAMYCIN_MSTO,DASATINIB,GELDANAMYCIN,MSTO,90.46363381,4.0,4,3.0,1.0,3.0,0
DASATINIB_MK-8669_MSTO,DASATINIB,MK-8669,MSTO,113.1061478,4.0,4,3.0,1.0,0.0,0
DASATINIB_MK-8776_MSTO,DASATINIB,MK-8776,MSTO,81.67940849,1.0,4,3.0,1.0,3.0,0
DASATINIB_SN-38_MSTO,DASATINIB,SN-38,MSTO,89.08812266,4.0,4,3.0,1.0,3.0,0
DASATINIB_SORAFENIB_MSTO,DASATINIB,SORAFENIB,MSTO,-17.64735276,3.0,4,3.0,1.0,2.0,0
DASATINIB_TOPOTECAN_MSTO,DASATINIB,TOPOTECAN,MSTO,35.84331315,1.0,4,3.0,1.0,2.0,0
DEXAMETHASONE_ABT-888_MSTO,DEXAMETHASONE,ABT-888,MSTO,-11.78252869,2.0,4,3.0,0.0,4.0,0
DEXAMETHASONE_AZD1775_MSTO,DEXAMETHASONE,AZD1775,MSTO,-0.763774836,4.0,4,3.0,0.0,0.0,0
DEXAMETHASONE_BEZ-235_MSTO,DEXAMETHASONE,BEZ-235,MSTO,6.684942395,2.0,4,3.0,0.0,3.0,0
DEXAMETHASONE_BORTEZOMIB_MSTO,DEXAMETHASONE,BORTEZOMIB,MSTO,66.7194975,3.0,4,3.0,0.0,0.0,0
DEXAMETHASONE_DASATINIB_MSTO,DEXAMETHASONE,DASATINIB,MSTO,41.68602521,4.0,4,3.0,0.0,2.0,0
DEXAMETHASONE_DINACICLIB_MSTO,DEXAMETHASONE,DINACICLIB,MSTO,-18.21498851,3.0,4,3.0,0.0,4.0,0
DEXAMETHASONE_ERLOTINIB_MSTO,DEXAMETHASONE,ERLOTINIB,MSTO,-61.22461729,4.0,4,3.0,0.0,3.0,0
DEXAMETHASONE_GELDANAMYCIN_MSTO,DEXAMETHASONE,GELDANAMYCIN,MSTO,3.145145935,1.0,4,3.0,0.0,0.0,0
DEXAMETHASONE_L778123_MSTO,DEXAMETHASONE,L778123,MSTO,-0.239069088,3.0,4,3.0,0.0,2.0,0
DEXAMETHASONE_LAPATINIB_MSTO,DEXAMETHASONE,LAPATINIB,MSTO,-17.54874488,4.0,4,3.0,0.0,4.0,0
DEXAMETHASONE_MK-2206_MSTO,DEXAMETHASONE,MK-2206,MSTO,-15.12834398,4.0,4,3.0,0.0,2.0,0
DEXAMETHASONE_MK-4827_MSTO,DEXAMETHASONE,MK-4827,MSTO,-14.31317304,2.0,4,3.0,0.0,2.0,0
DEXAMETHASONE_MK-5108_MSTO,DEXAMETHASONE,MK-5108,MSTO,-4.832654643,0.0,4,3.0,0.0,2.0,0
DEXAMETHASONE_MK-8669_MSTO,DEXAMETHASONE,MK-8669,MSTO,-2.812258447,1.0,4,3.0,0.0,0.0,0
DEXAMETHASONE_MK-8776_MSTO,DEXAMETHASONE,MK-8776,MSTO,-7.435476495,4.0,4,3.0,0.0,0.0,0
DEXAMETHASONE_PD325901_MSTO,DEXAMETHASONE,PD325901,MSTO,19.85465639,4.0,4,3.0,0.0,0.0,0
DEXAMETHASONE_SORAFENIB_MSTO,DEXAMETHASONE,SORAFENIB,MSTO,-13.2551634,4.0,4,3.0,0.0,4.0,0
DEXAMETHASONE_SUNITINIB_MSTO,DEXAMETHASONE,SUNITINIB,MSTO,15.76334513,4.0,4,3.0,0.0,2.0,0
DEXAMETHASONE_ZOLINZA_MSTO,DEXAMETHASONE,ZOLINZA,MSTO,-22.60756124,3.0,4,3.0,0.0,0.0,0
DINACICLIB_MK-8776_MSTO,DINACICLIB,MK-8776,MSTO,-23.72719533,1.0,4,0.0,1.0,3.0,0
DOXORUBICIN_ABT-888_MSTO,DOXORUBICIN,ABT-888,MSTO,-23.21115736,2.0,4,0.0,1.0,0.0,0
DOXORUBICIN_AZD1775_MSTO,DOXORUBICIN,AZD1775,MSTO,7.911190037999999,3.0,4,0.0,0.0,4.0,0
DOXORUBICIN_BEZ-235_MSTO,DOXORUBICIN,BEZ-235,MSTO,-15.97304518,4.0,4,0.0,1.0,4.0,0
DOXORUBICIN_BORTEZOMIB_MSTO,DOXORUBICIN,BORTEZOMIB,MSTO,-36.63297091,4.0,4,0.0,0.0,2.0,0
DOXORUBICIN_DASATINIB_MSTO,DOXORUBICIN,DASATINIB,MSTO,50.0688705,4.0,4,0.0,1.0,2.0,0
DOXORUBICIN_DINACICLIB_MSTO,DOXORUBICIN,DINACICLIB,MSTO,4.856132745,0.0,4,0.0,1.0,0.0,0
DOXORUBICIN_ERLOTINIB_MSTO,DOXORUBICIN,ERLOTINIB,MSTO,-1.179212026,1.0,4,0.0,1.0,3.0,0
DOXORUBICIN_GELDANAMYCIN_MSTO,DOXORUBICIN,GELDANAMYCIN,MSTO,-39.58944098,0.0,4,0.0,1.0,4.0,0
DOXORUBICIN_L778123_MSTO,DOXORUBICIN,L778123,MSTO,-33.388501500000004,0.0,4,0.0,1.0,1.0,0
DOXORUBICIN_LAPATINIB_MSTO,DOXORUBICIN,LAPATINIB,MSTO,1.207720669,0.0,4,0.0,1.0,1.0,0
DOXORUBICIN_MK-2206_MSTO,DOXORUBICIN,MK-2206,MSTO,12.82551179,1.0,4,0.0,1.0,3.0,0
DOXORUBICIN_MK-4827_MSTO,DOXORUBICIN,MK-4827,MSTO,-7.551127035,3.0,4,0.0,1.0,1.0,0
DOXORUBICIN_MK-5108_MSTO,DOXORUBICIN,MK-5108,MSTO,-6.62379424,3.0,4,0.0,1.0,4.0,0
DOXORUBICIN_MK-8669_MSTO,DOXORUBICIN,MK-8669,MSTO,16.89800123,3.0,4,0.0,1.0,1.0,0
DOXORUBICIN_MK-8776_MSTO,DOXORUBICIN,MK-8776,MSTO,-4.799551323999999,4.0,4,0.0,1.0,3.0,0
DOXORUBICIN_PD325901_MSTO,DOXORUBICIN,PD325901,MSTO,-24.77537839,1.0,4,0.0,1.0,4.0,0
DOXORUBICIN_SORAFENIB_MSTO,DOXORUBICIN,SORAFENIB,MSTO,-9.51380606,1.0,4,0.0,1.0,4.0,0
DOXORUBICIN_SUNITINIB_MSTO,DOXORUBICIN,SUNITINIB,MSTO,-14.56283254,4.0,4,0.0,1.0,4.0,0
DOXORUBICIN_ZOLINZA_MSTO,DOXORUBICIN,ZOLINZA,MSTO,11.73760282,0.0,4,0.0,1.0,2.0,0
ERLOTINIB_ABT-888_MSTO,ERLOTINIB,ABT-888,MSTO,52.03256407,4.0,4,0.0,1.0,0.0,0
ERLOTINIB_BEZ-235_MSTO,ERLOTINIB,BEZ-235,MSTO,40.76447271,0.0,4,0.0,1.0,2.0,0
ERLOTINIB_BORTEZOMIB_MSTO,ERLOTINIB,BORTEZOMIB,MSTO,29.00394489,0.0,4,0.0,0.0,0.0,0
ERLOTINIB_DASATINIB_MSTO,ERLOTINIB,DASATINIB,MSTO,-112.7046695,3.0,4,0.0,1.0,3.0,0
ERLOTINIB_DINACICLIB_MSTO,ERLOTINIB,DINACICLIB,MSTO,-45.42477831,0.0,4,0.0,1.0,2.0,0
ERLOTINIB_GELDANAMYCIN_MSTO,ERLOTINIB,GELDANAMYCIN,MSTO,-22.21185453,4.0,4,0.0,1.0,0.0,0
ERLOTINIB_MK-8669_MSTO,ERLOTINIB,MK-8669,MSTO,-137.2614159,4.0,4,0.0,1.0,1.0,0
ERLOTINIB_MK-8776_MSTO,ERLOTINIB,MK-8776,MSTO,-7.71071645,2.0,4,0.0,1.0,3.0,0
ERLOTINIB_PD325901_MSTO,ERLOTINIB,PD325901,MSTO,-17.33461973,2.0,4,0.0,1.0,4.0,0
ERLOTINIB_SN-38_MSTO,ERLOTINIB,SN-38,MSTO,11.06322839,2.0,4,0.0,1.0,4.0,0
ERLOTINIB_SORAFENIB_MSTO,ERLOTINIB,SORAFENIB,MSTO,-7.121315309,1.0,4,0.0,1.0,0.0,0
ERLOTINIB_TOPOTECAN_MSTO,ERLOTINIB,TOPOTECAN,MSTO,-2.517627621,3.0,4,0.0,1.0,2.0,0
ETOPOSIDE_ABT-888_MSTO,ETOPOSIDE,ABT-888,MSTO,26.68015393,3.0,4,2.0,1.0,2.0,0
ETOPOSIDE_AZD1775_MSTO,ETOPOSIDE,AZD1775,MSTO,10.58318215,3.0,4,2.0,0.0,0.0,0
ETOPOSIDE_BEZ-235_MSTO,ETOPOSIDE,BEZ-235,MSTO,20.29258749,2.0,4,2.0,1.0,4.0,0
ETOPOSIDE_BORTEZOMIB_MSTO,ETOPOSIDE,BORTEZOMIB,MSTO,49.13867719,1.0,4,2.0,0.0,1.0,0
ETOPOSIDE_DASATINIB_MSTO,ETOPOSIDE,DASATINIB,MSTO,85.69462031,4.0,4,2.0,1.0,3.0,0
ETOPOSIDE_DINACICLIB_MSTO,ETOPOSIDE,DINACICLIB,MSTO,2.461358782,1.0,4,2.0,1.0,2.0,0
ETOPOSIDE_ERLOTINIB_MSTO,ETOPOSIDE,ERLOTINIB,MSTO,24.38717471,2.0,4,2.0,1.0,2.0,0
ETOPOSIDE_GELDANAMYCIN_MSTO,ETOPOSIDE,GELDANAMYCIN,MSTO,-19.47647489,0.0,4,2.0,1.0,0.0,0
ETOPOSIDE_LAPATINIB_MSTO,ETOPOSIDE,LAPATINIB,MSTO,12.36887928,4.0,4,2.0,1.0,1.0,0
ETOPOSIDE_MK-2206_MSTO,ETOPOSIDE,MK-2206,MSTO,46.61376899,2.0,4,2.0,1.0,2.0,0
ETOPOSIDE_MK-4827_MSTO,ETOPOSIDE,MK-4827,MSTO,-0.331740922,2.0,4,2.0,1.0,2.0,0
ETOPOSIDE_MK-5108_MSTO,ETOPOSIDE,MK-5108,MSTO,27.5905608,4.0,4,2.0,1.0,1.0,0
ETOPOSIDE_MK-8669_MSTO,ETOPOSIDE,MK-8669,MSTO,41.59139974,0.0,4,2.0,1.0,1.0,0
ETOPOSIDE_MK-8776_MSTO,ETOPOSIDE,MK-8776,MSTO,5.316451198,2.0,4,2.0,1.0,1.0,0
ETOPOSIDE_PD325901_MSTO,ETOPOSIDE,PD325901,MSTO,-20.58151609,4.0,4,2.0,1.0,2.0,0
ETOPOSIDE_SORAFENIB_MSTO,ETOPOSIDE,SORAFENIB,MSTO,-8.461292512,1.0,4,2.0,1.0,1.0,0
ETOPOSIDE_SUNITINIB_MSTO,ETOPOSIDE,SUNITINIB,MSTO,-15.12080583,3.0,4,2.0,1.0,3.0,0
ETOPOSIDE_ZOLINZA_MSTO,ETOPOSIDE,ZOLINZA,MSTO,56.83462933,2.0,4,2.0,1.0,0.0,0
GELDANAMYCIN_BEZ-235_MSTO,GELDANAMYCIN,BEZ-235,MSTO,10.1629953,2.0,4,0.0,1.0,4.0,0
GELDANAMYCIN_DINACICLIB_MSTO,GELDANAMYCIN,DINACICLIB,MSTO,-22.90589188,2.0,4,0.0,1.0,4.0,0
GELDANAMYCIN_MK-8776_MSTO,GELDANAMYCIN,MK-8776,MSTO,-36.80066992,4.0,4,0.0,1.0,3.0,0
GELDANAMYCIN_SN-38_MSTO,GELDANAMYCIN,SN-38,MSTO,-6.443313455,1.0,4,0.0,1.0,3.0,0
GELDANAMYCIN_SORAFENIB_MSTO,GELDANAMYCIN,SORAFENIB,MSTO,-43.62177115,2.0,4,0.0,1.0,0.0,0
GELDANAMYCIN_TOPOTECAN_MSTO,GELDANAMYCIN,TOPOTECAN,MSTO,-14.63725658,3.0,4,0.0,1.0,1.0,0
GEMCITABINE_ABT-888_MSTO,GEMCITABINE,ABT-888,MSTO,1.414056544,0.0,4,2.0,1.0,4.0,0
GEMCITABINE_AZD1775_MSTO,GEMCITABINE,AZD1775,MSTO,6.6684803010000016,3.0,4,2.0,0.0,0.0,0
GEMCITABINE_BEZ-235_MSTO,GEMCITABINE,BEZ-235,MSTO,8.022542742,0.0,4,2.0,1.0,3.0,0
GEMCITABINE_BORTEZOMIB_MSTO,GEMCITABINE,BORTEZOMIB,MSTO,1.557139081,4.0,4,2.0,0.0,3.0,0
GEMCITABINE_DASATINIB_MSTO,GEMCITABINE,DASATINIB,MSTO,7.255845904,2.0,4,2.0,1.0,1.0,0
GEMCITABINE_DINACICLIB_MSTO,GEMCITABINE,DINACICLIB,MSTO,-7.815925709,3.0,4,2.0,1.0,2.0,0
GEMCITABINE_ERLOTINIB_MSTO,GEMCITABINE,ERLOTINIB,MSTO,-11.87209492,1.0,4,2.0,1.0,0.0,0
GEMCITABINE_GELDANAMYCIN_MSTO,GEMCITABINE,GELDANAMYCIN,MSTO,-19.531057,0.0,4,2.0,1.0,2.0,0
GEMCITABINE_LAPATINIB_MSTO,GEMCITABINE,LAPATINIB,MSTO,-22.64524487,0.0,4,2.0,1.0,3.0,0
GEMCITABINE_MK-2206_MSTO,GEMCITABINE,MK-2206,MSTO,1.397784617,1.0,4,2.0,1.0,1.0,0
GEMCITABINE_MK-4827_MSTO,GEMCITABINE,MK-4827,MSTO,-12.02415985,3.0,4,2.0,1.0,2.0,0
GEMCITABINE_MK-5108_MSTO,GEMCITABINE,MK-5108,MSTO,0.361543727,4.0,4,2.0,1.0,3.0,0
GEMCITABINE_MK-8669_MSTO,GEMCITABINE,MK-8669,MSTO,5.988235577,2.0,4,2.0,1.0,0.0,0
GEMCITABINE_MK-8776_MSTO,GEMCITABINE,MK-8776,MSTO,3.748951664,2.0,4,2.0,1.0,0.0,0
GEMCITABINE_PD325901_MSTO,GEMCITABINE,PD325901,MSTO,2.617508692,1.0,4,2.0,1.0,2.0,0
GEMCITABINE_SORAFENIB_MSTO,GEMCITABINE,SORAFENIB,MSTO,-7.198484242999999,1.0,4,2.0,1.0,0.0,0
GEMCITABINE_SUNITINIB_MSTO,GEMCITABINE,SUNITINIB,MSTO,-8.787125917000001,2.0,4,2.0,1.0,4.0,0
L778123_ABT-888_MSTO,L778123,ABT-888,MSTO,-1.895974778,1.0,4,0.0,1.0,1.0,0
L778123_AZD1775_MSTO,L778123,AZD1775,MSTO,5.630714722,4.0,4,0.0,0.0,0.0,0
L778123_BEZ-235_MSTO,L778123,BEZ-235,MSTO,25.049828,0.0,4,0.0,1.0,1.0,0
L778123_BORTEZOMIB_MSTO,L778123,BORTEZOMIB,MSTO,19.18121996,2.0,4,0.0,0.0,4.0,0
L778123_DASATINIB_MSTO,L778123,DASATINIB,MSTO,68.348704,3.0,4,0.0,1.0,3.0,0
L778123_DINACICLIB_MSTO,L778123,DINACICLIB,MSTO,-7.1651353439999985,3.0,4,0.0,1.0,2.0,0
L778123_ERLOTINIB_MSTO,L778123,ERLOTINIB,MSTO,-9.949130905,0.0,4,0.0,1.0,2.0,0
L778123_ETOPOSIDE_MSTO,L778123,ETOPOSIDE,MSTO,-16.57878303,2.0,4,0.0,1.0,0.0,0
L778123_GELDANAMYCIN_MSTO,L778123,GELDANAMYCIN,MSTO,9.577769799,0.0,4,0.0,1.0,0.0,0
L778123_GEMCITABINE_MSTO,L778123,GEMCITABINE,MSTO,-6.710005064,4.0,4,0.0,1.0,4.0,0
L778123_LAPATINIB_MSTO,L778123,LAPATINIB,MSTO,-1.63553305,3.0,4,0.0,1.0,1.0,0
L778123_MK-2206_MSTO,L778123,MK-2206,MSTO,9.098357722000001,0.0,4,0.0,1.0,1.0,0
L778123_MK-4827_MSTO,L778123,MK-4827,MSTO,-12.67266585,3.0,4,0.0,1.0,3.0,0
L778123_MK-5108_MSTO,L778123,MK-5108,MSTO,9.860060611,0.0,4,0.0,1.0,0.0,0
L778123_MK-8669_MSTO,L778123,MK-8669,MSTO,44.80655134,3.0,4,0.0,1.0,2.0,0
L778123_MK-8776_MSTO,L778123,MK-8776,MSTO,1.660039784,2.0,4,0.0,1.0,2.0,0
L778123_PD325901_MSTO,L778123,PD325901,MSTO,19.53292004,1.0,4,0.0,1.0,4.0,0
L778123_SN-38_MSTO,L778123,SN-38,MSTO,-1.355625504,2.0,4,0.0,1.0,2.0,0
L778123_SORAFENIB_MSTO,L778123,SORAFENIB,MSTO,-25.16985204,4.0,4,0.0,1.0,0.0,0
L778123_SUNITINIB_MSTO,L778123,SUNITINIB,MSTO,4.286658567,2.0,4,0.0,1.0,1.0,0
L778123_TOPOTECAN_MSTO,L778123,TOPOTECAN,MSTO,7.926594343,0.0,4,0.0,1.0,4.0,0
L778123_VINORELBINE_MSTO,L778123,VINORELBINE,MSTO,13.91960112,3.0,4,0.0,1.0,2.0,0
L778123_ZOLINZA_MSTO,L778123,ZOLINZA,MSTO,11.96664894,1.0,4,0.0,1.0,0.0,0
LAPATINIB_ABT-888_MSTO,LAPATINIB,ABT-888,MSTO,47.31666702,2.0,4,4.0,1.0,1.0,0
LAPATINIB_BEZ-235_MSTO,LAPATINIB,BEZ-235,MSTO,-17.07556739,4.0,4,4.0,1.0,0.0,0
LAPATINIB_BORTEZOMIB_MSTO,LAPATINIB,BORTEZOMIB,MSTO,87.45849293,0.0,4,4.0,0.0,2.0,0
LAPATINIB_DASATINIB_MSTO,LAPATINIB,DASATINIB,MSTO,61.34302396,1.0,4,4.0,1.0,3.0,0
LAPATINIB_DINACICLIB_MSTO,LAPATINIB,DINACICLIB,MSTO,21.21902965,3.0,4,4.0,1.0,2.0,0
LAPATINIB_ERLOTINIB_MSTO,LAPATINIB,ERLOTINIB,MSTO,-189.4846798,3.0,4,4.0,1.0,3.0,0
LAPATINIB_GELDANAMYCIN_MSTO,LAPATINIB,GELDANAMYCIN,MSTO,0.354104411,3.0,4,4.0,1.0,3.0,0
LAPATINIB_MK-2206_MSTO,LAPATINIB,MK-2206,MSTO,71.62214021,2.0,4,4.0,1.0,0.0,0
LAPATINIB_MK-4827_MSTO,LAPATINIB,MK-4827,MSTO,20.78015013,3.0,4,4.0,1.0,4.0,0
LAPATINIB_MK-5108_MSTO,LAPATINIB,MK-5108,MSTO,36.97077261,4.0,4,4.0,1.0,2.0,0
LAPATINIB_MK-8669_MSTO,LAPATINIB,MK-8669,MSTO,92.85066305,2.0,4,4.0,1.0,4.0,0
LAPATINIB_MK-8776_MSTO,LAPATINIB,MK-8776,MSTO,11.04691111,0.0,4,4.0,1.0,3.0,0
LAPATINIB_PD325901_MSTO,LAPATINIB,PD325901,MSTO,-3.249073837,1.0,4,4.0,1.0,2.0,0
LAPATINIB_SN-38_MSTO,LAPATINIB,SN-38,MSTO,62.62103329,3.0,4,4.0,1.0,1.0,0
LAPATINIB_SORAFENIB_MSTO,LAPATINIB,SORAFENIB,MSTO,-23.17492645,3.0,4,4.0,1.0,2.0,0
LAPATINIB_TOPOTECAN_MSTO,LAPATINIB,TOPOTECAN,MSTO,4.229528523,1.0,4,4.0,1.0,1.0,0
METFORMIN_ABT-888_MSTO,METFORMIN,ABT-888,MSTO,1.131610702,2.0,4,1.0,1.0,1.0,0
METFORMIN_AZD1775_MSTO,METFORMIN,AZD1775,MSTO,5.431691114,1.0,4,1.0,0.0,4.0,0
METFORMIN_BEZ-235_MSTO,METFORMIN,BEZ-235,MSTO,-0.166196784,3.0,4,1.0,1.0,4.0,0
METFORMIN_BORTEZOMIB_MSTO,METFORMIN,BORTEZOMIB,MSTO,51.00137402,4.0,4,1.0,0.0,4.0,0
METFORMIN_DASATINIB_MSTO,METFORMIN,DASATINIB,MSTO,98.80382093,0.0,4,1.0,1.0,1.0,0
METFORMIN_DINACICLIB_MSTO,METFORMIN,DINACICLIB,MSTO,0.327044371,4.0,4,1.0,1.0,3.0,0
METFORMIN_ERLOTINIB_MSTO,METFORMIN,ERLOTINIB,MSTO,43.26890492,0.0,4,1.0,1.0,2.0,0
METFORMIN_GELDANAMYCIN_MSTO,METFORMIN,GELDANAMYCIN,MSTO,-1.274178944,3.0,4,1.0,1.0,3.0,0
METFORMIN_L778123_MSTO,METFORMIN,L778123,MSTO,-9.647341975,0.0,4,1.0,1.0,0.0,0
METFORMIN_LAPATINIB_MSTO,METFORMIN,LAPATINIB,MSTO,29.18260978,3.0,4,1.0,1.0,1.0,0
METFORMIN_MK-2206_MSTO,METFORMIN,MK-2206,MSTO,1.7777387999999998,4.0,4,1.0,1.0,4.0,0
METFORMIN_MK-4827_MSTO,METFORMIN,MK-4827,MSTO,-5.34437383,2.0,4,1.0,1.0,4.0,0
METFORMIN_MK-5108_MSTO,METFORMIN,MK-5108,MSTO,-2.618820865,2.0,4,1.0,1.0,0.0,0
METFORMIN_MK-8669_MSTO,METFORMIN,MK-8669,MSTO,-2.560362393,0.0,4,1.0,1.0,4.0,0
METFORMIN_MK-8776_MSTO,METFORMIN,MK-8776,MSTO,-38.45653539,0.0,4,1.0,1.0,4.0,0
METFORMIN_PD325901_MSTO,METFORMIN,PD325901,MSTO,-1.719219585,1.0,4,1.0,1.0,2.0,0
METFORMIN_SORAFENIB_MSTO,METFORMIN,SORAFENIB,MSTO,-9.13985884,3.0,4,1.0,1.0,1.0,0
METFORMIN_SUNITINIB_MSTO,METFORMIN,SUNITINIB,MSTO,1.642893589,1.0,4,1.0,1.0,0.0,0
METFORMIN_ZOLINZA_MSTO,METFORMIN,ZOLINZA,MSTO,-1.894103893,4.0,4,1.0,1.0,0.0,0
METHOTREXATE_ABT-888_MSTO,METHOTREXATE,ABT-888,MSTO,-10.42339192,3.0,4,4.0,1.0,3.0,0
METHOTREXATE_AZD1775_MSTO,METHOTREXATE,AZD1775,MSTO,-14.68436586,0.0,4,4.0,0.0,0.0,0
METHOTREXATE_BEZ-235_MSTO,METHOTREXATE,BEZ-235,MSTO,-23.31530174,0.0,4,4.0,1.0,1.0,0
METHOTREXATE_BORTEZOMIB_MSTO,METHOTREXATE,BORTEZOMIB,MSTO,-7.967423776,2.0,4,4.0,0.0,2.0,0
METHOTREXATE_DASATINIB_MSTO,METHOTREXATE,DASATINIB,MSTO,-14.52161227,4.0,4,4.0,1.0,1.0,0
METHOTREXATE_DINACICLIB_MSTO,METHOTREXATE,DINACICLIB,MSTO,-21.42852431,0.0,4,4.0,1.0,4.0,0
METHOTREXATE_ERLOTINIB_MSTO,METHOTREXATE,ERLOTINIB,MSTO,7.930457421,2.0,4,4.0,1.0,4.0,0
METHOTREXATE_GELDANAMYCIN_MSTO,METHOTREXATE,GELDANAMYCIN,MSTO,-37.36078315,0.0,4,4.0,1.0,4.0,0
METHOTREXATE_L778123_MSTO,METHOTREXATE,L778123,MSTO,-15.04663061,2.0,4,4.0,1.0,1.0,0
METHOTREXATE_LAPATINIB_MSTO,METHOTREXATE,LAPATINIB,MSTO,-2.399747544,0.0,4,4.0,1.0,1.0,0
METHOTREXATE_MK-2206_MSTO,METHOTREXATE,MK-2206,MSTO,-15.34211611,1.0,4,4.0,1.0,1.0,0
METHOTREXATE_MK-4827_MSTO,METHOTREXATE,MK-4827,MSTO,-23.78992633,0.0,4,4.0,1.0,1.0,0
METHOTREXATE_MK-5108_MSTO,METHOTREXATE,MK-5108,MSTO,-12.79248306,0.0,4,4.0,1.0,0.0,0
METHOTREXATE_MK-8669_MSTO,METHOTREXATE,MK-8669,MSTO,-23.51374829,0.0,4,4.0,1.0,1.0,0
METHOTREXATE_MK-8776_MSTO,METHOTREXATE,MK-8776,MSTO,-14.4594285,1.0,4,4.0,1.0,4.0,0
METHOTREXATE_PD325901_MSTO,METHOTREXATE,PD325901,MSTO,-13.0519968,4.0,4,4.0,1.0,2.0,0
METHOTREXATE_SORAFENIB_MSTO,METHOTREXATE,SORAFENIB,MSTO,-13.03037032,3.0,4,4.0,1.0,0.0,0
METHOTREXATE_SUNITINIB_MSTO,METHOTREXATE,SUNITINIB,MSTO,-21.25303017,0.0,4,4.0,1.0,4.0,0
METHOTREXATE_ZOLINZA_MSTO,METHOTREXATE,ZOLINZA,MSTO,-4.911392228,0.0,4,4.0,1.0,0.0,0
MITOMYCINE_ABT-888_MSTO,MITOMYCINE,ABT-888,MSTO,15.05660513,4.0,4,4.0,1.0,0.0,0
MITOMYCINE_AZD1775_MSTO,MITOMYCINE,AZD1775,MSTO,9.511173771000001,3.0,4,4.0,0.0,4.0,0
MITOMYCINE_BEZ-235_MSTO,MITOMYCINE,BEZ-235,MSTO,19.65474777,1.0,4,4.0,1.0,3.0,0
MITOMYCINE_BORTEZOMIB_MSTO,MITOMYCINE,BORTEZOMIB,MSTO,26.92255382,0.0,4,4.0,0.0,1.0,0
MITOMYCINE_DASATINIB_MSTO,MITOMYCINE,DASATINIB,MSTO,75.87390323,0.0,4,4.0,1.0,4.0,0
MITOMYCINE_DINACICLIB_MSTO,MITOMYCINE,DINACICLIB,MSTO,1.084367357,0.0,4,4.0,1.0,3.0,0
MITOMYCINE_ERLOTINIB_MSTO,MITOMYCINE,ERLOTINIB,MSTO,10.94846575,3.0,4,4.0,1.0,0.0,0
