Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy
L778123_MK-2206_ZR751,L778123,MK-2206,ZR751,24.3736173617
L778123_MK-4827_A2058,L778123,MK-4827,A2058,32.1703331768
L778123_MK-4827_A2780,L778123,MK-4827,A2780,7.2979046353
L778123_MK-4827_A375,L778123,MK-4827,A375,3.4091398389
L778123_MK-4827_A427,L778123,MK-4827,A427,13.3122723797
L778123_MK-4827_CAOV3,L778123,MK-4827,CAOV3,-8.68991999
L778123_MK-4827_DLD1,L778123,MK-4827,DLD1,5.3121585097
L778123_MK-4827_ES2,L778123,MK-4827,ES2,8.8438041189
L778123_MK-4827_HCT116,L778123,MK-4827,HCT116,7.5794190789
L778123_MK-4827_HT144,L778123,MK-4827,HT144,-53.4817714843
L778123_MK-4827_HT29,L778123,MK-4827,HT29,12.3053265285
L778123_MK-4827_KPL1,L778123,MK-4827,KPL1,-4.9678363728
L778123_MK-4827_LOVO,L778123,MK-4827,LOVO,4.5484064429
L778123_MK-4827_MDAMB436,L778123,MK-4827,MDAMB436,15.7853874451
L778123_MK-4827_NCIH1650,L778123,MK-4827,NCIH1650,4.7825926594
L778123_MK-4827_NCIH2122,L778123,MK-4827,NCIH2122,17.0352780985
L778123_MK-4827_NCIH23,L778123,MK-4827,NCIH23,0.7876139939
L778123_MK-4827_NCIH460,L778123,MK-4827,NCIH460,8.1110650116
L778123_MK-4827_NCIH520,L778123,MK-4827,NCIH520,9.3847826967
L778123_MK-4827_OCUBM,L778123,MK-4827,OCUBM,21.244335229
L778123_MK-4827_OV90,L778123,MK-4827,OV90,14.3427914413
L778123_MK-4827_RKO,L778123,MK-4827,RKO,14.9591489226
L778123_MK-4827_RPMI7951,L778123,MK-4827,RPMI7951,11.2932269138
L778123_MK-4827_SKMEL30,L778123,MK-4827,SKMEL30,7.9324310584
L778123_MK-4827_SKMES1,L778123,MK-4827,SKMES1,3.1994994432
L778123_MK-4827_SKOV3,L778123,MK-4827,SKOV3,17.5954862232
L778123_MK-4827_SW620,L778123,MK-4827,SW620,6.5047146552
L778123_MK-4827_SW837,L778123,MK-4827,SW837,-43.4133465857
L778123_MK-4827_T47D,L778123,MK-4827,T47D,4.6948463389
L778123_MK-4827_UACC62,L778123,MK-4827,UACC62,10.9854373922
L778123_MK-4827_VCAP,L778123,MK-4827,VCAP,13.8153836491
L778123_MK-4827_ZR751,L778123,MK-4827,ZR751,-0.4159054259
L778123_MK-5108_A2058,L778123,MK-5108,A2058,25.4027630952
L778123_MK-5108_A2780,L778123,MK-5108,A2780,17.9761650697
L778123_MK-5108_A375,L778123,MK-5108,A375,27.4851891924
L778123_MK-5108_A427,L778123,MK-5108,A427,31.1166234136
L778123_MK-5108_CAOV3,L778123,MK-5108,CAOV3,18.9114904281
L778123_MK-5108_DLD1,L778123,MK-5108,DLD1,8.3915285435
L778123_MK-5108_ES2,L778123,MK-5108,ES2,7.6221204404
L778123_MK-5108_HCT116,L778123,MK-5108,HCT116,11.6354822221
L778123_MK-5108_HT144,L778123,MK-5108,HT144,4.7644489333
L778123_MK-5108_HT29,L778123,MK-5108,HT29,23.4634823765
L778123_MK-5108_KPL1,L778123,MK-5108,KPL1,-2.5963296972
L778123_MK-5108_LOVO,L778123,MK-5108,LOVO,2.4206224443
L778123_MK-5108_MDAMB436,L778123,MK-5108,MDAMB436,7.6532587072
L778123_MK-5108_NCIH1650,L778123,MK-5108,NCIH1650,3.4886563108
L778123_MK-5108_NCIH2122,L778123,MK-5108,NCIH2122,0.0746734377
L778123_MK-5108_NCIH23,L778123,MK-5108,NCIH23,-0.0141297056
L778123_MK-5108_NCIH460,L778123,MK-5108,NCIH460,-0.2312891859
L778123_MK-5108_NCIH520,L778123,MK-5108,NCIH520,1.9150480754
L778123_MK-5108_OCUBM,L778123,MK-5108,OCUBM,19.2694070376
L778123_MK-5108_OV90,L778123,MK-5108,OV90,14.6206928089
L778123_MK-5108_RKO,L778123,MK-5108,RKO,18.4740295792
L778123_MK-5108_RPMI7951,L778123,MK-5108,RPMI7951,2.0350246653
L778123_MK-5108_SKMEL30,L778123,MK-5108,SKMEL30,23.1435177681
L778123_MK-5108_SKMES1,L778123,MK-5108,SKMES1,1.1419745831
L778123_MK-5108_SKOV3,L778123,MK-5108,SKOV3,16.0940686893
L778123_MK-5108_SW620,L778123,MK-5108,SW620,22.668673736
L778123_MK-5108_SW837,L778123,MK-5108,SW837,17.89562336
L778123_MK-5108_T47D,L778123,MK-5108,T47D,-9.0126309346
L778123_MK-5108_UACC62,L778123,MK-5108,UACC62,4.9164981812
L778123_MK-5108_VCAP,L778123,MK-5108,VCAP,-5.5009355389
L778123_MK-5108_ZR751,L778123,MK-5108,ZR751,-10.6494526421
L778123_MK-8669_A2058,L778123,MK-8669,A2058,58.8758485289
L778123_MK-8669_A2058,L778123,MK-8669,A2058,34.0331862826
L778123_MK-8669_A2780,L778123,MK-8669,A2780,38.8826061622
L778123_MK-8669_A375,L778123,MK-8669,A375,35.9554153426
L778123_MK-8669_A375,L778123,MK-8669,A375,34.6346450147
L778123_MK-8669_A427,L778123,MK-8669,A427,47.2744993703
L778123_MK-8669_A427,L778123,MK-8669,A427,22.0277258858
L778123_MK-8669_CAOV3,L778123,MK-8669,CAOV3,46.528434249
L778123_MK-8669_CAOV3,L778123,MK-8669,CAOV3,22.4608947541
L778123_MK-8669_DLD1,L778123,MK-8669,DLD1,28.4861835067
L778123_MK-8669_ES2,L778123,MK-8669,ES2,29.2503043016
L778123_MK-8669_ES2,L778123,MK-8669,ES2,26.7117897884
L778123_MK-8669_HCT116,L778123,MK-8669,HCT116,9.1419009736
L778123_MK-8669_HCT116,L778123,MK-8669,HCT116,11.3442737245
L778123_MK-8669_HT144,L778123,MK-8669,HT144,40.5420131053
L778123_MK-8669_HT29,L778123,MK-8669,HT29,42.1749609474
L778123_MK-8669_HT29,L778123,MK-8669,HT29,42.5283785139
L778123_MK-8669_KPL1,L778123,MK-8669,KPL1,37.7439277883
L778123_MK-8669_LOVO,L778123,MK-8669,LOVO,29.3382154312
L778123_MK-8669_LOVO,L778123,MK-8669,LOVO,27.4520989941
L778123_MK-8669_MDAMB436,L778123,MK-8669,MDAMB436,34.1942195872
L778123_MK-8669_NCIH1650,L778123,MK-8669,NCIH1650,38.2594506271
L778123_MK-8669_NCIH1650,L778123,MK-8669,NCIH1650,45.4759073372
L778123_MK-8669_NCIH2122,L778123,MK-8669,NCIH2122,47.6314953783
L778123_MK-8669_NCIH2122,L778123,MK-8669,NCIH2122,32.3502346248
L778123_MK-8669_NCIH23,L778123,MK-8669,NCIH23,33.1152351673
L778123_MK-8669_NCIH23,L778123,MK-8669,NCIH23,17.0900069137
L778123_MK-8669_NCIH460,L778123,MK-8669,NCIH460,29.8429281485
L778123_MK-8669_NCIH520,L778123,MK-8669,NCIH520,43.7350499654
L778123_MK-8669_OCUBM,L778123,MK-8669,OCUBM,47.6513397793
L778123_MK-8669_OV90,L778123,MK-8669,OV90,35.9039059106
L778123_MK-8669_RKO,L778123,MK-8669,RKO,45.6577057979
L778123_MK-8669_RPMI7951,L778123,MK-8669,RPMI7951,31.639018279
L778123_MK-8669_SKMEL30,L778123,MK-8669,SKMEL30,41.2471903235
L778123_MK-8669_SKMES1,L778123,MK-8669,SKMES1,30.6659123626
L778123_MK-8669_SKOV3,L778123,MK-8669,SKOV3,48.4429979649
L778123_MK-8669_SW620,L778123,MK-8669,SW620,28.7295151129
L778123_MK-8669_SW620,L778123,MK-8669,SW620,16.9923954376
L778123_MK-8669_SW837,L778123,MK-8669,SW837,30.8585162964
L778123_MK-8669_T47D,L778123,MK-8669,T47D,40.049160066
L778123_MK-8669_UACC62,L778123,MK-8669,UACC62,39.925695649
L778123_MK-8669_VCAP,L778123,MK-8669,VCAP,51.9718578333
L778123_MK-8669_ZR751,L778123,MK-8669,ZR751,31.4696404169
L778123_MK-8776_A2058,L778123,MK-8776,A2058,34.4043337241
L778123_MK-8776_A2780,L778123,MK-8776,A2780,20.9806466649
L778123_MK-8776_A375,L778123,MK-8776,A375,23.1770789161
L778123_MK-8776_A427,L778123,MK-8776,A427,10.8973495093
L778123_MK-8776_CAOV3,L778123,MK-8776,CAOV3,21.6912150461
L778123_MK-8776_DLD1,L778123,MK-8776,DLD1,2.2173860147
L778123_MK-8776_ES2,L778123,MK-8776,ES2,18.6435924632
L778123_MK-8776_HCT116,L778123,MK-8776,HCT116,5.4840745707
L778123_MK-8776_HT144,L778123,MK-8776,HT144,-69.5529801543
L778123_MK-8776_HT29,L778123,MK-8776,HT29,18.0680455338
L778123_MK-8776_KPL1,L778123,MK-8776,KPL1,-4.5024534031
L778123_MK-8776_LOVO,L778123,MK-8776,LOVO,11.7951637059
L778123_MK-8776_MDAMB436,L778123,MK-8776,MDAMB436,9.4420301178
L778123_MK-8776_NCIH1650,L778123,MK-8776,NCIH1650,-0.685812337
L778123_MK-8776_NCIH2122,L778123,MK-8776,NCIH2122,-8.4377591659
L778123_MK-8776_NCIH23,L778123,MK-8776,NCIH23,3.4588539009
L778123_MK-8776_NCIH460,L778123,MK-8776,NCIH460,6.9332051438
L778123_MK-8776_NCIH520,L778123,MK-8776,NCIH520,9.232732447
L778123_MK-8776_OCUBM,L778123,MK-8776,OCUBM,15.6963960862
L778123_MK-8776_OV90,L778123,MK-8776,OV90,18.3599218372
L778123_MK-8776_RKO,L778123,MK-8776,RKO,22.0189703557
L778123_MK-8776_RPMI7951,L778123,MK-8776,RPMI7951,0.9189501355
L778123_MK-8776_SKMEL30,L778123,MK-8776,SKMEL30,9.2853938362
L778123_MK-8776_SKMES1,L778123,MK-8776,SKMES1,-4.9311755059
L778123_MK-8776_SKOV3,L778123,MK-8776,SKOV3,3.3696073356
L778123_MK-8776_SW620,L778123,MK-8776,SW620,4.9088189487
L778123_MK-8776_SW837,L778123,MK-8776,SW837,-87.127520539
L778123_MK-8776_T47D,L778123,MK-8776,T47D,-3.4989357884
L778123_MK-8776_UACC62,L778123,MK-8776,UACC62,8.4619038387
L778123_MK-8776_VCAP,L778123,MK-8776,VCAP,12.552026471
L778123_MK-8776_ZR751,L778123,MK-8776,ZR751,0.7964945137
L778123_OXALIPLATIN_A2058,L778123,OXALIPLATIN,A2058,0.3519313517
L778123_OXALIPLATIN_A2780,L778123,OXALIPLATIN,A2780,-1.6174638635
L778123_OXALIPLATIN_A375,L778123,OXALIPLATIN,A375,1.9640459479
L778123_OXALIPLATIN_A427,L778123,OXALIPLATIN,A427,3.1421118296
L778123_OXALIPLATIN_CAOV3,L778123,OXALIPLATIN,CAOV3,1.0260116268
L778123_OXALIPLATIN_DLD1,L778123,OXALIPLATIN,DLD1,5.8054306136
L778123_OXALIPLATIN_ES2,L778123,OXALIPLATIN,ES2,-15.6629728045
L778123_OXALIPLATIN_HCT116,L778123,OXALIPLATIN,HCT116,9.3135082359
L778123_OXALIPLATIN_HT144,L778123,OXALIPLATIN,HT144,-6.6077038411
L778123_OXALIPLATIN_HT29,L778123,OXALIPLATIN,HT29,12.0083378402
L778123_OXALIPLATIN_KPL1,L778123,OXALIPLATIN,KPL1,-3.1026586091
L778123_OXALIPLATIN_LOVO,L778123,OXALIPLATIN,LOVO,-2.452649064
L778123_OXALIPLATIN_MDAMB436,L778123,OXALIPLATIN,MDAMB436,-5.7507656409
L778123_OXALIPLATIN_NCIH1650,L778123,OXALIPLATIN,NCIH1650,4.4379580583
L778123_OXALIPLATIN_NCIH2122,L778123,OXALIPLATIN,NCIH2122,7.8474964554
L778123_OXALIPLATIN_NCIH23,L778123,OXALIPLATIN,NCIH23,-0.428246271
L778123_OXALIPLATIN_NCIH460,L778123,OXALIPLATIN,NCIH460,-14.911462779
L778123_OXALIPLATIN_NCIH520,L778123,OXALIPLATIN,NCIH520,4.1457174568
L778123_OXALIPLATIN_OCUBM,L778123,OXALIPLATIN,OCUBM,14.121552246
L778123_OXALIPLATIN_OV90,L778123,OXALIPLATIN,OV90,-9.1797272733
L778123_OXALIPLATIN_RKO,L778123,OXALIPLATIN,RKO,1.911968213
L778123_OXALIPLATIN_RPMI7951,L778123,OXALIPLATIN,RPMI7951,-1.7670696658
L778123_OXALIPLATIN_SKMEL30,L778123,OXALIPLATIN,SKMEL30,1.4900681647
L778123_OXALIPLATIN_SKMES1,L778123,OXALIPLATIN,SKMES1,0.3950685467
L778123_OXALIPLATIN_SKOV3,L778123,OXALIPLATIN,SKOV3,3.5284435189
L778123_OXALIPLATIN_SW620,L778123,OXALIPLATIN,SW620,1.9426743866
L778123_OXALIPLATIN_SW837,L778123,OXALIPLATIN,SW837,-7.3280685186
L778123_OXALIPLATIN_T47D,L778123,OXALIPLATIN,T47D,-22.1031298375
L778123_OXALIPLATIN_UACC62,L778123,OXALIPLATIN,UACC62,-12.0154293055
L778123_OXALIPLATIN_VCAP,L778123,OXALIPLATIN,VCAP,13.1028755511
L778123_OXALIPLATIN_ZR751,L778123,OXALIPLATIN,ZR751,7.7472031905
L778123_PD325901_A2058,L778123,PD325901,A2058,9.0945023239
L778123_PD325901_A2780,L778123,PD325901,A2780,32.4909284667
L778123_PD325901_A375,L778123,PD325901,A375,18.0986584425
L778123_PD325901_A427,L778123,PD325901,A427,23.7544085977
L778123_PD325901_CAOV3,L778123,PD325901,CAOV3,51.2902493071
L778123_PD325901_DLD1,L778123,PD325901,DLD1,14.6089702324
L778123_PD325901_ES2,L778123,PD325901,ES2,25.0659141385
L778123_PD325901_HCT116,L778123,PD325901,HCT116,27.1382030074
L778123_PD325901_HT144,L778123,PD325901,HT144,29.5766275426
L778123_PD325901_HT29,L778123,PD325901,HT29,25.2138844696
L778123_PD325901_KPL1,L778123,PD325901,KPL1,-7.3821156496
L778123_PD325901_LOVO,L778123,PD325901,LOVO,12.8302491767
L778123_PD325901_MDAMB436,L778123,PD325901,MDAMB436,16.3615080093
L778123_PD325901_NCIH1650,L778123,PD325901,NCIH1650,4.4052042262
L778123_PD325901_NCIH2122,L778123,PD325901,NCIH2122,34.9939861243
L778123_PD325901_NCIH23,L778123,PD325901,NCIH23,12.2057432775
L778123_PD325901_NCIH460,L778123,PD325901,NCIH460,15.514856362
L778123_PD325901_NCIH520,L778123,PD325901,NCIH520,11.727003991
L778123_PD325901_OCUBM,L778123,PD325901,OCUBM,10.5577945692
L778123_PD325901_OV90,L778123,PD325901,OV90,9.215368347
L778123_PD325901_RKO,L778123,PD325901,RKO,28.6009085224
L778123_PD325901_RPMI7951,L778123,PD325901,RPMI7951,17.5351163841
L778123_PD325901_SKMEL30,L778123,PD325901,SKMEL30,25.3944045796
L778123_PD325901_SKMES1,L778123,PD325901,SKMES1,15.834888942
L778123_PD325901_SKOV3,L778123,PD325901,SKOV3,20.4208994111
L778123_PD325901_SW620,L778123,PD325901,SW620,15.9176074661
L778123_PD325901_SW837,L778123,PD325901,SW837,8.2638654868
L778123_PD325901_T47D,L778123,PD325901,T47D,-14.863715454
L778123_PD325901_UACC62,L778123,PD325901,UACC62,6.2413589269
L778123_PD325901_VCAP,L778123,PD325901,VCAP,12.6476661684
L778123_PD325901_ZR751,L778123,PD325901,ZR751,15.4567115321
L778123_SN-38_A2058,L778123,SN-38,A2058,40.8106020289
L778123_SN-38_A2780,L778123,SN-38,A2780,7.5110452929
L778123_SN-38_A375,L778123,SN-38,A375,16.5299758771
L778123_SN-38_A427,L778123,SN-38,A427,24.0220723421
L778123_SN-38_CAOV3,L778123,SN-38,CAOV3,-3.8233837206
L778123_SN-38_DLD1,L778123,SN-38,DLD1,1.9602160212
L778123_SN-38_ES2,L778123,SN-38,ES2,3.0641536183
L778123_SN-38_HCT116,L778123,SN-38,HCT116,-0.8317320901
L778123_SN-38_HT144,L778123,SN-38,HT144,8.2373173569
L778123_SN-38_HT29,L778123,SN-38,HT29,13.3667211327
L778123_SN-38_KPL1,L778123,SN-38,KPL1,-3.3476403471
L778123_SN-38_LOVO,L778123,SN-38,LOVO,8.3379807678
L778123_SN-38_MDAMB436,L778123,SN-38,MDAMB436,11.5762143302
L778123_SN-38_NCIH1650,L778123,SN-38,NCIH1650,3.4827119962
L778123_SN-38_NCIH2122,L778123,SN-38,NCIH2122,8.3838421542
L778123_SN-38_NCIH23,L778123,SN-38,NCIH23,11.1115413728
L778123_SN-38_NCIH460,L778123,SN-38,NCIH460,9.4922931381
L778123_SN-38_NCIH520,L778123,SN-38,NCIH520,1.4118332483
L778123_SN-38_OCUBM,L778123,SN-38,OCUBM,31.8865423585
L778123_SN-38_OV90,L778123,SN-38,OV90,7.3603113553
L778123_SN-38_RKO,L778123,SN-38,RKO,16.9697343308
L778123_SN-38_RPMI7951,L778123,SN-38,RPMI7951,12.4272146414
L778123_SN-38_SKMEL30,L778123,SN-38,SKMEL30,4.303090102
L778123_SN-38_SKMES1,L778123,SN-38,SKMES1,12.2802993556
L778123_SN-38_SKOV3,L778123,SN-38,SKOV3,6.4019805367
L778123_SN-38_SW620,L778123,SN-38,SW620,4.1952195624
L778123_SN-38_SW837,L778123,SN-38,SW837,-0.0224045361
L778123_SN-38_T47D,L778123,SN-38,T47D,7.8162756911
L778123_SN-38_UACC62,L778123,SN-38,UACC62,8.9674825294
L778123_SN-38_VCAP,L778123,SN-38,VCAP,19.8297067669
L778123_SN-38_ZR751,L778123,SN-38,ZR751,13.8873247214
L778123_SORAFENIB_A2058,L778123,SORAFENIB,A2058,23.1874577737
L778123_SORAFENIB_A2780,L778123,SORAFENIB,A2780,3.032832745
L778123_SORAFENIB_A375,L778123,SORAFENIB,A375,10.2518228236
L778123_SORAFENIB_A427,L778123,SORAFENIB,A427,11.4219116643
L778123_SORAFENIB_CAOV3,L778123,SORAFENIB,CAOV3,-0.7606152703
L778123_SORAFENIB_DLD1,L778123,SORAFENIB,DLD1,10.9045214513
L778123_SORAFENIB_ES2,L778123,SORAFENIB,ES2,-1.0885038537
L778123_SORAFENIB_HCT116,L778123,SORAFENIB,HCT116,10.1846804777
L778123_SORAFENIB_HT144,L778123,SORAFENIB,HT144,5.1808092956
L778123_SORAFENIB_HT29,L778123,SORAFENIB,HT29,5.3780743176
L778123_SORAFENIB_KPL1,L778123,SORAFENIB,KPL1,3.8947086718
L778123_SORAFENIB_LOVO,L778123,SORAFENIB,LOVO,0.9417533132
L778123_SORAFENIB_MDAMB436,L778123,SORAFENIB,MDAMB436,-10.2236752026
L778123_SORAFENIB_NCIH1650,L778123,SORAFENIB,NCIH1650,1.1584237168
L778123_SORAFENIB_NCIH2122,L778123,SORAFENIB,NCIH2122,1.4565406366
L778123_SORAFENIB_NCIH23,L778123,SORAFENIB,NCIH23,7.0133976518
L778123_SORAFENIB_NCIH460,L778123,SORAFENIB,NCIH460,10.1640296396
L778123_SORAFENIB_NCIH520,L778123,SORAFENIB,NCIH520,10.1464369143
L778123_SORAFENIB_OCUBM,L778123,SORAFENIB,OCUBM,11.099654319
L778123_SORAFENIB_OV90,L778123,SORAFENIB,OV90,4.1551977166
L778123_SORAFENIB_RKO,L778123,SORAFENIB,RKO,18.0448805862
L778123_SORAFENIB_RPMI7951,L778123,SORAFENIB,RPMI7951,-7.1797095119
L778123_SORAFENIB_SKMEL30,L778123,SORAFENIB,SKMEL30,8.8579712117
L778123_SORAFENIB_SKMES1,L778123,SORAFENIB,SKMES1,3.3519086381
L778123_SORAFENIB_SKOV3,L778123,SORAFENIB,SKOV3,14.9202617925
L778123_SORAFENIB_SW620,L778123,SORAFENIB,SW620,6.2787432555
L778123_SORAFENIB_SW837,L778123,SORAFENIB,SW837,-2.27123328
L778123_SORAFENIB_T47D,L778123,SORAFENIB,T47D,0.5309086029
L778123_SORAFENIB_UACC62,L778123,SORAFENIB,UACC62,6.9797557095
L778123_SORAFENIB_VCAP,L778123,SORAFENIB,VCAP,-5.1507574161
L778123_SORAFENIB_ZR751,L778123,SORAFENIB,ZR751,-7.8100854136
L778123_SUNITINIB_A2058,L778123,SUNITINIB,A2058,21.0205887367
L778123_SUNITINIB_A2780,L778123,SUNITINIB,A2780,9.6143750717
L778123_SUNITINIB_A375,L778123,SUNITINIB,A375,17.4868393184
L778123_SUNITINIB_A427,L778123,SUNITINIB,A427,18.3702477307
L778123_SUNITINIB_CAOV3,L778123,SUNITINIB,CAOV3,12.1935736215
L778123_SUNITINIB_DLD1,L778123,SUNITINIB,DLD1,10.251085229
L778123_SUNITINIB_ES2,L778123,SUNITINIB,ES2,10.2848792415
L778123_SUNITINIB_HCT116,L778123,SUNITINIB,HCT116,17.1272514324
L778123_SUNITINIB_HT144,L778123,SUNITINIB,HT144,11.0854032968
L778123_SUNITINIB_HT29,L778123,SUNITINIB,HT29,21.6185878984
L778123_SUNITINIB_KPL1,L778123,SUNITINIB,KPL1,9.6942072466
L778123_SUNITINIB_LOVO,L778123,SUNITINIB,LOVO,5.4430113986
L778123_SUNITINIB_MDAMB436,L778123,SUNITINIB,MDAMB436,6.1046597072
L778123_SUNITINIB_NCIH1650,L778123,SUNITINIB,NCIH1650,5.999936514
L778123_SUNITINIB_NCIH2122,L778123,SUNITINIB,NCIH2122,9.7022625586
L778123_SUNITINIB_NCIH23,L778123,SUNITINIB,NCIH23,3.7935851865
L778123_SUNITINIB_NCIH460,L778123,SUNITINIB,NCIH460,13.201241919
L778123_SUNITINIB_NCIH520,L778123,SUNITINIB,NCIH520,13.9929878758
L778123_SUNITINIB_OCUBM,L778123,SUNITINIB,OCUBM,8.6243833794
L778123_SUNITINIB_OV90,L778123,SUNITINIB,OV90,6.8901837124
L778123_SUNITINIB_RKO,L778123,SUNITINIB,RKO,12.4700605981
L778123_SUNITINIB_RPMI7951,L778123,SUNITINIB,RPMI7951,4.6984059719
L778123_SUNITINIB_SKMEL30,L778123,SUNITINIB,SKMEL30,5.8007717465
L778123_SUNITINIB_SKMES1,L778123,SUNITINIB,SKMES1,15.3834399576
L778123_SUNITINIB_SKOV3,L778123,SUNITINIB,SKOV3,17.9788423405
L778123_SUNITINIB_SW620,L778123,SUNITINIB,SW620,15.0834120262
L778123_SUNITINIB_SW837,L778123,SUNITINIB,SW837,3.5663071753
L778123_SUNITINIB_T47D,L778123,SUNITINIB,T47D,8.740402041
L778123_SUNITINIB_UACC62,L778123,SUNITINIB,UACC62,15.154402988
L778123_SUNITINIB_VCAP,L778123,SUNITINIB,VCAP,13.581039813
L778123_SUNITINIB_ZR751,L778123,SUNITINIB,ZR751,5.7379794348
L778123_TEMOZOLOMIDE_A2058,L778123,TEMOZOLOMIDE,A2058,38.5390724898
L778123_TEMOZOLOMIDE_A2780,L778123,TEMOZOLOMIDE,A2780,10.9268913546
L778123_TEMOZOLOMIDE_A375,L778123,TEMOZOLOMIDE,A375,3.9346647116
L778123_TEMOZOLOMIDE_A427,L778123,TEMOZOLOMIDE,A427,24.7978424665
L778123_TEMOZOLOMIDE_CAOV3,L778123,TEMOZOLOMIDE,CAOV3,-9.4975732065
L778123_TEMOZOLOMIDE_DLD1,L778123,TEMOZOLOMIDE,DLD1,2.5445732429
L778123_TEMOZOLOMIDE_ES2,L778123,TEMOZOLOMIDE,ES2,0.4018415462
L778123_TEMOZOLOMIDE_HCT116,L778123,TEMOZOLOMIDE,HCT116,-9.1559652862
L778123_TEMOZOLOMIDE_HT144,L778123,TEMOZOLOMIDE,HT144,-1.6518801821
L778123_TEMOZOLOMIDE_HT29,L778123,TEMOZOLOMIDE,HT29,5.4357222336
L778123_TEMOZOLOMIDE_KPL1,L778123,TEMOZOLOMIDE,KPL1,-26.0147734644
L778123_TEMOZOLOMIDE_LOVO,L778123,TEMOZOLOMIDE,LOVO,4.8675546156
L778123_TEMOZOLOMIDE_MDAMB436,L778123,TEMOZOLOMIDE,MDAMB436,9.0759903877
L778123_TEMOZOLOMIDE_NCIH1650,L778123,TEMOZOLOMIDE,NCIH1650,-13.7152859189
L778123_TEMOZOLOMIDE_NCIH2122,L778123,TEMOZOLOMIDE,NCIH2122,0.1130284878
L778123_TEMOZOLOMIDE_NCIH23,L778123,TEMOZOLOMIDE,NCIH23,1.2453108468
L778123_TEMOZOLOMIDE_NCIH460,L778123,TEMOZOLOMIDE,NCIH460,0.5914193211
L778123_TEMOZOLOMIDE_NCIH520,L778123,TEMOZOLOMIDE,NCIH520,4.6046140979
L778123_TEMOZOLOMIDE_OCUBM,L778123,TEMOZOLOMIDE,OCUBM,-3.6405733794
L778123_TEMOZOLOMIDE_OV90,L778123,TEMOZOLOMIDE,OV90,21.2164531188
L778123_TEMOZOLOMIDE_RKO,L778123,TEMOZOLOMIDE,RKO,-9.7998407892
L778123_TEMOZOLOMIDE_RPMI7951,L778123,TEMOZOLOMIDE,RPMI7951,8.378533779
L778123_TEMOZOLOMIDE_SKMEL30,L778123,TEMOZOLOMIDE,SKMEL30,9.1616642255
L778123_TEMOZOLOMIDE_SKMES1,L778123,TEMOZOLOMIDE,SKMES1,9.8652641993
L778123_TEMOZOLOMIDE_SKOV3,L778123,TEMOZOLOMIDE,SKOV3,3.941396628
L778123_TEMOZOLOMIDE_SW620,L778123,TEMOZOLOMIDE,SW620,-7.6236536681
L778123_TEMOZOLOMIDE_SW837,L778123,TEMOZOLOMIDE,SW837,14.5307226482
L778123_TEMOZOLOMIDE_T47D,L778123,TEMOZOLOMIDE,T47D,-31.6831889994
L778123_TEMOZOLOMIDE_UACC62,L778123,TEMOZOLOMIDE,UACC62,4.8425790237
L778123_TEMOZOLOMIDE_VCAP,L778123,TEMOZOLOMIDE,VCAP,15.6241561725
L778123_TEMOZOLOMIDE_ZR751,L778123,TEMOZOLOMIDE,ZR751,-29.4077825339
L778123_TOPOTECAN_A2058,L778123,TOPOTECAN,A2058,45.1032000114
L778123_TOPOTECAN_A2780,L778123,TOPOTECAN,A2780,3.1658942339
L778123_TOPOTECAN_A375,L778123,TOPOTECAN,A375,-36.3170666641
L778123_TOPOTECAN_A427,L778123,TOPOTECAN,A427,23.6643428671
L778123_TOPOTECAN_CAOV3,L778123,TOPOTECAN,CAOV3,7.0423723101
L778123_TOPOTECAN_DLD1,L778123,TOPOTECAN,DLD1,11.889647362
L778123_TOPOTECAN_ES2,L778123,TOPOTECAN,ES2,15.2574321861
L778123_TOPOTECAN_HCT116,L778123,TOPOTECAN,HCT116,22.7534334623
L778123_TOPOTECAN_HT144,L778123,TOPOTECAN,HT144,7.1966692556
L778123_TOPOTECAN_HT29,L778123,TOPOTECAN,HT29,24.9591868537
L778123_TOPOTECAN_KPL1,L778123,TOPOTECAN,KPL1,2.3757774377
L778123_TOPOTECAN_LOVO,L778123,TOPOTECAN,LOVO,10.0465600954
L778123_TOPOTECAN_MDAMB436,L778123,TOPOTECAN,MDAMB436,13.0119440421
L778123_TOPOTECAN_NCIH1650,L778123,TOPOTECAN,NCIH1650,5.5485795547
L778123_TOPOTECAN_NCIH2122,L778123,TOPOTECAN,NCIH2122,11.4754421728
L778123_TOPOTECAN_NCIH23,L778123,TOPOTECAN,NCIH23,15.458404014
L778123_TOPOTECAN_NCIH460,L778123,TOPOTECAN,NCIH460,10.3853171789
L778123_TOPOTECAN_NCIH520,L778123,TOPOTECAN,NCIH520,14.5394331731
L778123_TOPOTECAN_OCUBM,L778123,TOPOTECAN,OCUBM,4.1599600104
L778123_TOPOTECAN_OV90,L778123,TOPOTECAN,OV90,13.7156720638
L778123_TOPOTECAN_RKO,L778123,TOPOTECAN,RKO,30.1913244587
L778123_TOPOTECAN_RPMI7951,L778123,TOPOTECAN,RPMI7951,7.5165143911
L778123_TOPOTECAN_SKMEL30,L778123,TOPOTECAN,SKMEL30,14.6053173462
L778123_TOPOTECAN_SKMES1,L778123,TOPOTECAN,SKMES1,26.1981847076
L778123_TOPOTECAN_SKOV3,L778123,TOPOTECAN,SKOV3,13.5750075039
L778123_TOPOTECAN_SW620,L778123,TOPOTECAN,SW620,24.68523819
